6E949,8007B3
HX255,780A6D
PN6237,780CC9
CA4053,7BB0FE
CX716,780AB9
JL328,86EF88
MF8332,7802E4
KE667,71BD50
MF8026,78052F
W51176,7335C9
9W786,8001CC
KE655,71C211
JL918,868690
HY3726,507C45
JD5277,780D39
9C8858,7808CD
ZH9609,780CFB
QR8243,06A190
EY233,89642A
JD435,780969
KE602,71C275
G8559,800B0B
HU6165,780B60
BK2860,7810B6
CZ3040,7805AF
SU508,43BE8A
3U8843,781014
MU9718,780DBA
S7923,42412F
GS7918,78089A
SV1381,7100AF
U6882,424931
J28076,600852
CI536,8991A5
FD765,880855
S7905,42456E
GA147,8A043A
SL715,8832AF
CZ6282,781157
OS601,440052
BR256,8990D0
UW9944,798012
FZ885,8963B6
HO1089,780F09
MU2422,780502
X36102,3C60D6
TG492,8852E1
ST1178,4247B4
SC4960,781170
JD5748,7806BC
KE679,71BF20
ZH9714,7807AC
TK786,4BB1E2
ZH9166,780E10
9W24,800505
OZ272,71BF56
CA4355,7BB0FF
PK304,760981
ZE501,71C036
CZ6460,780BA1
MF857,78110E
SC8740,78040C
ZH9708,780751
JL94,86D68A
UA82,AA6BC0
CN7169,780687
KE843,71C242
UT836,4249AA
JL652,862DB6
CZ6492,78009F
BK2798,780C57
QR8321,06A1E8
5J538,75816E
RQ16,700022
JD5338,780C0B
8Y707,7584FB
MU5467,780561
Z92023,68321F
NH712,85E27C
WY101,70C0A5
QR702,06A19F
3U8776,780070
NH474,8686EE
CA4142,780FE0
Y97026,733072
WY246,70C09E
CA4535,7804BC
NV2539,733E09
LN192,01807F
CZ684,78024A
CX100,780A35
9W259,80067D
HD88,861AFE
5J142,7583A1
NH458,86EFAD
EK3,8960F6
E3749,0C602D
CX695,780192
MU5354,7808E9
MF8276,780B41
KY8273,780CC1
TR652,76D24D
AC18,C010A8
MU5310,780B2C
NH268,86752C
KE2711,71BF51
AC56,C0103A
BI383,89502F
S24690,8001FE
TW222,71C268
CZ6662,780BCA
TK6537,4BA893
TK2461,4BA8FA
KE760,71BF17
ST7737,4B1936
JL771,86E430
3U8861,78075E
NH739,86E4AD
JL524,8403A1
NH78,8678C0
D7326,7503A9
CA625,78028C
AK174,75043E
TK1255,4BAB25
KE850,71C245
6E6685,800BE0
OZ116,71C277
I5776,800C1C
KE685,71BD84
Q2551,05A05D
EK928,896318
6E588,8005DC
XY220,424174
XY583,424199
BI685,895079
FD607,880850
TK7123,4BCC29
JL296,8518F2
FD3110,880858
CA1359,780E76
3U8690,780C27
UK714,800B70
FM9313,780354
IX554,800B9B
FW17,846020
FD315,880C46
AK5303,7503C4
EY276,89643D
RS541,71C281
AC4,C023C5
WY645,70C0C7
BI873,895019
CZ3828,780676
DZ6242,780F7F
Y87512,7810AA
DD7113,881041
JL588,851848
MU729,780DE4
EY655,896255
NL777,7609CE
SQ426,76CE66
ME322,748028
9W704,800C80
NS3209,780026
AI938,800579
TK7622,4BCC4A
U62832,4240FC
JT2743,8A031F
XY262,424189
QG8827,8A05C4
GF972,89405E
MI705,76CD91
MH804,750237
QR32,06A0BC
FV5675,424355
GK406,8474F0
FT3034,0101CE
FD3224,880C43
MH360,750260
SU6564,424913
SL8049,883296
KA642,7801C1
EY236,89637C
EK212,896453
FZ731,8962BC
Z92037,68323E
MH783,75025F
TK795,4BAA66
E5554,01013B
LJ11,71BF86
MM288,86D22F
ME365,748029
SV1513,710092
CA1878,780BF4
BI423,895051
TG673,8852A6
G9254,8963BD
6E126,800B77
MU2377,780938
TG564,885177
JL879,86D996
PG277,884208
SG606,8006FC
NH686,86E466
MU5077,7804B7
6W765,424578
AI891,800BE6
IO230,155BF3
CA1234,780527
ZH9657,780449
KE714,71BF07
CZ6514,780507
QR222,06A050
QR714,06A1BC
HY702,507C46
SU2033,42437A
FZ876,8963BA
9H8361,7811D3
CA1969,78115A
ZH9490,7805B5
AK6182,750090
7C1305,71C295
DZ6218,781130
CZ6976,7802E0
TR303,76D244
OZ577,71C293
6E439,800C7B
3U8222,780B66
9W912,8001CD
TK2683,4BA905
KE637,71C250
KE623,71BC61
CZ3968,780593
FD3022,880842
SG517,800B83
MM928,86D57F
NH598,86E48D
CA110,780639
TW670,71C300
6E119,800756
DP505,4243CA
DV704,503C5C
NH269,86789E
N4524,424548
6E1407,800687
6J22,86CE81
KE111,71BD51
MU2144,78055B
NH717,8687BC
MH112,7502B0
MU2776,7802BD
PC3012,4B8650
QR240,06A1BE
G9147,8963FF
CA8286,780F1C
TK7312,4BCC46
VN659,88808F
ZH9675,780787
NH558,840FB0
CX369,7801C8
6J64,86CF4D
PC3706,4B8432
TR514,76D257
AC26,C02EB9
NP105,0101A7
WK131,4B15ED
NH630,861BA8
AC30,C023BD
S7165,424585
7C4502,71BA13
J9535,70620D
VN839,8880D5
MF834,780F56
DR5326,780D4D
5J788,7583A5
SL8762,883028
SL759,883029
BR831,8990B2
AA128,AAE597
9W305,800B1D
RJ611,740738
SV825,7100C1
VJ957,8880C2
HU7827,78049E
W63482,471EA9
PR331,758369
CX8533,780A49
TR8177,76D02E
TK6467,4BA869
TG408,880044
OQ2325,780745
SU1941,42432B
MF8140,78120C
CI725,8990A2
FZ833,8963AE
MU5531,7808EA
G9537,896383
CX918,780AA4
SG161,800BC9
CX419,78018B
JL286,86EF8B
VN654,888090
DJ10,840538
IA148,72866B
7C4303,71C260
MU9749,780B16
IT323,899027
JD5506,78058C
U28453,40600F
I35616,735031
7G52,84B5EE
6E417,503C62
OZ1065,71BF40
HX612,780A5E
TK2829,4BAAC4
DX348,45AA5A
CZ3016,780D41
S73316,424582
GT1022,780539
6E6512,800C15
JL18,86D59C
CA1495,780F64
ZA474,70E054
BR857,899050
QR6,06A0AF
HO1265,780D90
ER523,7609C3
CZ3725,78099B
ZH9724,780041
UA902,A1D18F
WE283,88530E
GA802,8A003B
HU7089,7812EB
CZ6148,78059B
S73215,424957
NX9625,78033F
OZ753,71BF41
BC520,8681BD
6E478,8007CA
3U8515,780096
KA734,780A7E
6E361,80068F
6E698,800595
CI562,8991BC
NH670,86835A
TK7358,4BCC53
MF8052,781117
MH68,75020B
PC3241,4BA74B
PO948,ABB325
AA170,AB3856
QS1200,49D3D4
SG635,800407
KA993,7801B9
EU2250,780EB4
UL116,770590
QR417,06A104
UA882,AAD780
RT232,42453B
5J188,758433
UO622,780AC5
JL440,851936
5J570,7582E7
TR905,76D24E
9W415,8007C4
CI169,8990A9
CI222,8991C0
VN500,888055
9W369,8001CF
MU9748,780C5F
CA1305,78044E
XQ9115,4BCDC7
JH368,841E74
MU5652,7807D3
6E6325,80064C
UA808,A2A300
SU5640,4000F9
NE141,01017B
SC4757,78063B
KY8242,780BFD
G8132,8007F7
9W731,8007C1
EU2785,780D6C
GK309,846A34
NH457,86E184
RJ131,7415A8
TK333,4BAAD0
EK507,89620E
7J4863,0D0573
CA1328,78086C
QR8141,06A07F
PR307,7580D5
EY226,896440
I5731,800B43
QR1132,06A1E2
LJ204,71BD64
WY105,70C0AC
W51043,7335CC
TK2746,4BA8E3
W62792,471F48
JW135,841FBC
HA855,A4960C
KY8282,7808B4
IY605,890021
MU2186,7804B9
9W404,80040B
AQ1022,780E89
SZ201,48435F
XQ7616,4BCDD2
SU6112,424964
9W595,80065D
KE2728,71BF52
KA295,780183
DK842,45D067
NH714,85D42C
R52261,742824
TK7430,4BCC6B
TK7008,4BA8D4
ET333,04003A
MF818,7809B7
MI935,76B4E6
VN1625,888098
6E747,503C72
CX708,78023E
EK47,896181
SL813,883295
ZH9720,7809D9
SU1366,155C0F
ZO3068,7368E1
HU7829,780B5E
AK5137,750287
IX183,8003F0
CZ3906,780626
OZ367,71C074
CZ6452,798040
AC28,C02EC7
MF8088,7805C2
EK765,89621B
HU7808,7812A2
3U8757,78107A
XQ7524,4BCCAD
NX107,780EC4
SU1312,42458F
9W545,800707
QR234,06A089
GJ8887,780E58
MI956,76CD89
ER551,7609C1
6E535,800C11
HU6172,7800D8
SV982,710103
QW9878,780DA1
U62871,424052
SV704,710104
PN6357,780CC8
CA1976,780CC0
VN835,888099
CI177,8990A8
JL2,868034
TK688,4BA994
NP191,0101B4
TW307,71C220
DD8722,881059
EK2549,8963D2
LJ57,71BD63
S71155,4240C9
VJ265,8880D8
CI784,8991B0
AK887,75013F
CA1324,780C97
U63079,4249CE
CZ3575,79A019
OZ739,71C071
KA891,780186
PC1710,4B8E13
5J973,7582E3
SV1810,710090
MS682,0100A8
Y71041,4249EF
NH511,862338
KA456,780125
Y87562,78097E
QR204,06A0B3
HO1202,781250
FD103,880857
TG472,880051
AI890,8003E6
PS713,5082EF
TK7097,4BA8D0
AK524,750463
G9202,8963BF
FD3009,88045A
CI187,89904B
BR6058,8990C2
EY224,8963AA
6E727,80051A
SQ978,76CECE
EK9,89639B
MU2194,7809C1
JL2213,84C586
7G90,842292
I5799,800BEA
QF62,7C5323
7W756,508211
MU2682,780D19
WY263,70C0A8
TK2633,4BA8F9
D7346,7501F9
EK226,8963E4
FV5740,42431E
HY616,507C3F
6E1702,80064A
HD36,846250
KC986,48411A
BL512,888148
CA4144,780581
CZ3762,7802F6
SU1124,4242E3
PC3051,4BA749
S7625,424925
G8537,8004D8
FD3115,880442
9C8948,781086
FX26,AC5868
CZ6310,7807C5
AA182,AAE1EA
DR6537,780C11
EK54,896111
CZ3779,79802C
FR1801,4CA8E4
HU7067,7811F6
AE994,8990AA
NH640,86D921
EK230,896115
KE85,71BE36
EY270,8961E9
NH476,86837C
G8497,800B18
NH271,8682F4
CX882,78023C
CZ8520,7BF004
TK7544,4BCC2B
G9155,89638E
ZH9760,780F75
HO1329,780501
9W588,800B1E
PG806,8840EE
AA180,AB0969
DP524,42436B
HY652,507C41
OZ703,71BF39
MU758,7804AF
HX232,780A1F
MF8230,780B3F
GF52,89407A
S71046,42456F
AZ806,300065
CZ6719,7802DE
ST4180,3C5CB4
TK2254,4BAA4D
FD409,880443
CZ6538,7802D8
W64547,471EA8
HO1292,78095E
6E646,8007C9
WY131,70C0EE
Y71021,42411D
SG125,800B82
8L9975,780913
IA140,728668
GS6551,780DBB
G8262,800BF3
CZ6741,7800AE
MU5708,780B33
CA1320,780099
FM834,780C62
TK2671,4BA999
VN548,888082
Q9355,502CB2
FD3432,880454
MU5438,780D24
Y96045,73306C
AI408,8004FD
CA1581,78031C
OQ2359,780C3B
MF8463,7806A7
6E5401,800469
PC386,4B8E0A
LJ63,71BD56
DD8316,881054
B3708,680006
EY16,896327
MU723,780EBC
5J74,7580C5
SU1155,4249B4
MF8216,780D5C
EY303,89643F
FD422,880445
ZH9052,780408
EK236,896451
HV5802,485061
JL499,851C64
S57211,70E05D
AK5326,750333
8U606,01802F
MU5650,79A050
AA26,AB4AE9
CX43,780217
SC1189,780F68
VN920,88807A
TG636,885156
UK817,800B6F
3K571,76AA73
PF645,45C261
CZ6906,780FD4
IX322,8003B1
IJ624,840CAF
9C8830,78060B
PC2087,4B8533
CZ351,780AF4
KE123,71C025
KE2710,71BD33
EY646,896397
EY130,8963CE
9W832,8000FD
HU7076,780840
EK608,89620A
OZ735,71BC28
EK9993,8963A3
TK7307,4BA8C5
SV554,71018B
DV730,503C79
CX473,780A0D
CZ6065,780BA0
PK701,7608EB
EK238,89644E
KL873,485341
IT271,89902C
MI758,76B4E4
OD562,750407
CA1872,780699
UT366,A045A3
3U8845,780DDE
AC12,C023C9
VN263,8880E7
EY74,8964C3
ZH9029,780D67
CZ3105,780C76
CA106,780D85
MU5852,780CD6
9C8531,7810D6
Z2767,75847A
SV1113,7100BB
N4277,424370
GS7569,780D31
JL333,868DFC
UT558,4249C9
EK44,89639E
QR446,06A1DF
GK308,847884
G8718,800BB8
CZ3433,7804A9
CX2097,ABBE4A
6E3177,800B74
PR118,7583EB
CZ601,780BD9
LY8,738041
WE680,885311
SG512,800B80
AA154,AAF0C6
CA1225,78068C
JL529,868DDA
JL4,867FCE
BR809,89906D
HO1295,780533
DD7818,881047
EY88,896409
TK2675,4BA902
MI915,76B4F0
JL464,862DD8
QR296,06A097
GS7611,780DA6
MF8304,780AC9
CI6,89901A
MF8078,78110F
MU9652,7803E8
FR2194,4CA75E
AI849,800C4A
PR894,758305
TK968,4BAA4A
GF789,89405F
WY690,70C0DE
OZ733,71BF47
VN930,88808B
ZH9108,780FD2
SM452,0100E4
6E3326,8007B2
AK9358,7503BE
MI414,76B4E9
EU2305,781023
ID6899,8A0605
7G16,841442
UK726,800B27
EK9888,896171
TI5222,4BD181
VN266,8880E4
EK768,89621A
7C3106,71C296
9W721,8005A2
KC406,48449F
WY207,70C0C1
FZ904,8962C0
G8697,800C7A
FM9237,7803E7
FM9210,78030C
MU5411,7809C2
6J30,86D215
WY293,70C0CA
MU5832,781018
EK102,8963DB
UT576,4249DD
8U974,018035
FM813,78005E
SU1156,424317
HU7706,7806B4
BR159,8990CE
A91717,51404C
EY6,8962E2
SV1034,710060
HU7610,780444
BL802,8880C4
FX5032,A7FE1C
8L836,781074
G8803,800538
LX252,4B169A
KA482,780179
AK35,750109
CA4516,780101
KE631,71C001
6E912,800BA7
HU7815,780EA8
Y71031,424553
FU6507,7812AB
SU1891,424351
TG305,885043
6E945,800623
CI5107,899107
KC218,484346
LJ226,71C224
8L9725,780DD3
TK2808,4BAA49
NH270,86D2AA
CX111,7801CA
GY7154,7810A7
YE5117,508340
UT368,42425E
AI541,80051F
VJ295,8880B6
WE264,88530D
QR306,06A091
AK5122,75002A
NH811,861EF8
CX797,780235
CA1412,780005
NU22,8409ED
OD205,7502C3
6E624,80064E
VN1188,88809C
FR2006,4CA644
VN1266,8880A4
FZ572,8963B8
LQ9508,70E044
SV570,710117
DD7520,881052
KA862,780184
UK902,800C0C
MF8002,780BC8
KE11,71BE22
HU7562,780BE2
QF80,7C5320
MU2361,780DE0
TR108,76D031
SU6152,4243D3
ZH9215,78056D
CZ3623,780670
5F132,504E4B
NH660,867592
G8583,800BF8
DZ6246,781199
SM404,0100E7
MS915,010147
J9779,70620F
TK7266,4BCC6C
DP517,4243C0
EK546,8960D2
CA8922,78086B
TK2222,4BA9AE
QF30,7C5324
NL767,7609CC
9W809,8007C2
NX882,780EC3
FD3245,880C45
EK181,8960D5
J4637,60009D
LY320,738052
HO1100,7804E6
RA201,70AFB7
U21526,4B1A1F
MI464,76B4EB
KA894,780126
MF891,780D5D
DD7217,88104F
RS753,71C266
WY675,70C0CD
GY7142,7810A6
SG626,800BCC
ZH9606,7811A9
QZ252,8A0442
OQ2311,780624
SU1881,424342
XQ9171,4BCCB9
FZ814,89637B
FD3233,88044E
CI546,8991A7
VN542,88804D
Y97147,742835
PN6367,780EF2
YC866,42428A
5J806,758328
3U8958,78107B
CZ6518,7806FC
TR981,76D034
NL753,7609A4
6E534,8005F6
QR232,06A088
SU1135,42498C
HO1305,780309
TK7041,4BA8E6
SU1637,424591
JL86,86759A
SV1806,71040A
MI519,76B4E1
B8233,78081D
NL125,76098B
ZA472,70E03C
EK163,8963D4
ZH9744,780D6A
EY42,8961A4
GK618,841400
TK7479,4BCDD9
OQ2385,78050A
JL544,85153C
TW9671,71C237
TW137,71C067
RJ503,740737
EY160,8963C6
KA104,780A80
QZ257,8A02CA
AK72,75033C
CI524,8990AF
FR2092,4CA6A5
FD496,880844
5J854,758324
PN6204,780F51
BL526,888149
QF24,7C146A
ZH9156,781225
WE419,885315
U65029,424615
G9127,896411
9W2734,800556
TR611,76D241
JL266,8515A2
FU6614,780EEE
XY250,42415A
6E582,800C16
OV4,70C0F4
Z2502,75833E
AI687,800BE7
OZ1035,71BF54
SL8015,883288
FM9808,7800D1
IG822,3C6649
9W451,8001CA
IX354,800B9E
MH2606,750215
DV470,68322C
CA1853,780320
VN580,8880AC
HU7882,780DD7
NH1740,862DF4
GX8808,781207
9C8546,780860
6E6621,80068E
TK7051,4BCC4E
SG197,800AF6
FZ858,8962BA
LY338,73806A
VJ692,8880B0
MF8030,780FA1
JQ26,7C6BC3
CA4110,781161
7C2501,71BF79
VJ5356,888142
EK214,89616A
NL124,7609CD
TK2855,4BAACF
MU5677,7804AC
9W416,80067C
KA275,780A7C
GK116,841794
DR6542,7810CB
BL351,8880EC
SQ424,76CD68
ZH9704,78044A
S7882,42424D
PK308,760996
S7796,4248DB
GK628,84B940
EK953,89617C
JL576,862D94
9C8580,781011
UT400,4249C3
U62761,424928
WY123,70C0A4
AK5229,7503BF
EU2282,780EB5
IX682,800448
CZ6502,78010E
NU62,841115
EK216,8963E9
UB17,7041C3
TK2012,4BA9AA
SU1621,4242BC
EK517,89644A
KE25,71C006
EK155,89630E
SL8036,88302A
TK7317,4BCC45
MU2764,780E3F
KE607,71C210
EY291,89637D
B72595,899054
LY5120,738068
EK57,8963F7
MS738,0100DC
CA4191,780DF9
9C8936,780DC6
BC24,8681AB
6E5097,800B3F
UT374,424291
LY564,738056
EY207,896388
S7955,424420
MU2396,79A047
CX840,780220
MM289,86D2D9
CA8282,7805C5
BK2898,780700
NH933,862204
SU1847,4242C2
XQ9206,4BCCA5
NP101,010117
MU5745,79A072
AK826,75015A
IX332,8003F1
EY282,89642B
UK736,800B4B
G8520,80051E
SC8793,780B6B
TG475,880050
JL786,861F22
LJ25,71C012
TK7084,4BCDCF
NL149,760989
CZ3788,7809E4
KN5886,780FFC
LT4302,78100D
SV1887,71008E
9C8562,780CE1
5J789,758272
NH867,86E778
3U8174,780B01
ZO4004,73682C
KC303,48433E
WY433,70C0C3
CZ6716,79A070
CA188,780632
SQ865,76CEE7
HU7824,780AE2
TK414,4BAA56
NX667,780342
MI755,76B4F1
TK392,4BAB47
MS611,0100A5
6Q702,778821
WY104,70C0A6
CA107,7807CC
DP804,4245A4
S73284,42455B
TK7193,4BCC66
UL143,773644
TK2204,4BAA0F
KE649,71C273
9W799,80065E
VJ219,4B9848
CZ432,7804C6
KU542,70605A
TK382,4BA9A8
MU5413,78048B
PR2880,75807F
SU1963,42442A
SG15,4B8DF2
SU1121,155C0A
MM11,86D251
SV1389,710091
CZ3712,7802A7
5J288,75816F
TU848,02A191
9U171,504D51
CA177,780AD1
BC729,868038
BL170,888147
UT250,424905
CZ8307,780BA5
CI109,8991B8
EU2215,7810ED
EU2211,78005B
HD111,8470A0
JW924,842350
CA137,780E20
9W658,8001D2
OZ625,71BD15
ZH9642,7808B3
FD3187,88085A
ZA421,70E03B
EK83,8964A2
SU2041,4249DC
MU5317,79A076
FR1917,4CA97E
OD523,7502C5
5J390,758228
PG263,88420F
NH1720,868EE4
JL780,867534
2G750,14F112
KA906,7801A3
DP805,4243F1
QR294,06A08D
VN570,8880B3
SV723,710057
U62465,424363
JL616,862D50
J28851,60084F
SL184,8832B6
EP602,730610
JL920,8686B2
3U8086,780623
CX401,780AA2
CA168,7808C8
9W413,800AF9
MU5038,78008B
GJ8911,780F83
TW312,71C000
HU7330,780511
EK514,8963D3
JL558,86EF84
AI539,8004D5
MU5822,78092C
IR427,7324A2
I51728,800C29
JL638,8514D6
UO559,780AB4
6E283,8006E0
OZ7053,71BF72
HU7510,780738
DD3218,881055
NX138,78041C
MU5355,78108A
FZ902,896376
FZ304,89646A
EK630,896314
A9785,51408F
QF128,7C531E
EY12,89649E
CA472,78048F
AF566,3965A0
AK1807,750436
ZH9360,780BEB
WY341,70C0F0
LY2522,738058
TO3331,39CEA6
SL762,8832B1
VJ404,888133
VJ465,8880CD
S71211,4240CD
NU76,84183D
D7184,7503E0
ZH9756,7806AF
3U8914,7805EA
9W2073,800C53
PC8531,4B8E41
UA889,A1C82A
MM140,86D273
MU2927,780D79
KA835,7801D4
EY72,8963A9
AK888,7503B2
3K513,76AA72
CZ6189,780D3E
KA824,780A4C
MU5093,780853
LY2366,738069
MU2342,79A013
SU1103,424593
GT1074,7812D2
FM9180,780482
CA179,780314
I36618,735023
NA18,010140
BC558,8681B5
FR4124,4CA624
CA4391,780526
MH775,75031A
9W679,800AFB
G8468,800C77
TG221,88002D
FD3027,88044B
D85671,4CA549
KA903,780162
FR5083,4CA9EA
S734,4240C8
MU5357,7809BF
SU5463,400150
MU2950,79A048
NH868,86D288
SQ391,76CECC
SN3289,44CDC6
CA1836,7803AE
MU5260,79A075
MM28,86D2B7
MF8141,780826
TK2654,4BAAAB
WY116,70C0CE
U62411,4249CC
CZ6890,78130B
SM775,0100E6
PC2793,4B8E01
HU7320,7812EA
NU48,840659
SV799,71012F
PR1863,758340
SQ979,76CE91
WY907,70C0CB
CZ3110,780CB1
5J654,7583F8
TK7098,4BCC28
ST7198,3C09EF
SL8042,8832AA
CA1938,780ACB
FD655,88084E
QF98,7C5325
9W819,80046B
I51427,800B40
CZ6852,780097
3U8916,78058A
SC4723,780895
ME314,5000B3
6J94,86CEA3
NH1719,86E518
CZ6601,7BB105
FT3063,010195
KE694,71C218
TV6032,7809D2
9C8656,78085F
MH2636,7502B2
JD5554,780598
TK7142,4BA8DA
TK7374,4BA8CE
VZ314,885963
CZ3550,780371
QR8980,06A1E7
PC8261,4B8E1A
MI653,76CC45
KL451,484F72
EK721,896218
PC2864,4B9061
WZ246,42435E
PR509,7580B2
XY556,42416C
6E5409,800AF0
G8241,8007D0
PR310,758335
ST3049,3C09DC
EK19,896478
FD3210,880456
HU7036,780E96
Y87479,78072A
CZ8396,780918
MI607,76B4E7
G8492,800C34
AK5117,750272
CX464,780127
9W309,8007C5
6R583,4CA724
AI415,800B44
FD766,88044A
DP193,4243EC
AE1842,8991A6
Z2231,75847B
HU7356,780739
NH618,845DEE
EK37,8963ED
CZ3904,78036F
SG253,80074D
FD254,880444
XY706,4241EA
CA1302,7811A3
OZ232,71C254
EY538,8963AB
D7330,7502CC
PK735,7609B3
MH2631,75027F
SQ918,76CE99
VJ5229,888151
HU7158,7809CF
U24784,40666A
CI836,8991B2
AC16,C01753
EY642,896398
TK471,4BA996
CV752,4D0116
ME210,748021
AK5012,75015B
6E143,800AF4
PR732,75823D
KC112,484129
NS3270,7809F5
G9175,89634A
GF134,894076
BR872,8990CD
SU1624,42437E
GK158,841EBC
PR469,75830A
EK143,8960E9
QR269,06A017
MF8416,780F59
SG938,80070E
IX374,800B99
HU6190,780E2A
VJ161,8880B7
XQ190,4BCDE5
EK75,8963F2
K6860,70E02B
VN1561,88805C
MU7392,780936
BR12,8990DE
QR211,06A029
NH1739,847434
G9546,896496
GK514,847C18
PR8376,758304
ZH9712,780B8C
3U8146,7810D3
WY204,70C0CC
VJ3275,8880DC
PR419,75839F
SU1189,155C10
PN6347,780CCA
LY348,738064
9C8913,780B57
EY58,89613D
TK2416,4BAB2F
SQ921,76CE2A
U6407,424932
PR424,7583E2
ZH9223,7808FE
MI395,76CD92
EK61,896316
MU5384,78078F
CA1276,7812DE
HU7786,780E2E
HO1175,780F9A
LY574,73806E
SU5652,4240DF
FM9316,7BE011
BR171,89906E
EK528,8960D4
RS531,71BA12
SV1451,710132
8L9603,780C73
6E469,800B14
XT852,8A04E0
HU7252,7800E2
8Q44,4BBC81
GA896,8A05AB
X36757,3C4969
CZ6373,78088B
KA209,780A93
ZH9959,78007A
6E907,800519
MU5175,79A025
MU2813,780740
MH78,750216
MU2605,780CAB
AK5871,750466
CA4111,780068
JD366,780B6F
FD3075,88084D
CA1655,7808C9
S73290,424559
BC730,86803D
GF787,89407C
MU2952,780002
MU513,781108
PN6311,780AFF
SG163,8003AD
IX419,80044A
U62932,4242FD
SC4993,78067C
BL663,8880C3
SU1182,424303
MU2627,780C4F
EK22,8960E7
6E528,800717
EK72,896196
NH650,861FA4
KA215,780124
3U8063,781013
MH386,750206
6E306,800B37
GS7887,7807FD
CX468,78019C
QR241,06A08C
MU2364,780B81
PC2493,4B9063
OZ1155,71C279
UA172,A0E6C6
DD7915,881043
UT775,4249C4
CZ3155,780488
UO3899,780AC4
KC995,48411E
XQ7646,4BCDCE
SU1104,424348
S24432,800173
BA165,40621C
6E403,80051B
6E893,800B13
HX283,780AB1
AI764,800BFB
MU5359,78119A
CZ6209,7807DC
CZ3539,780CB2
MF821,780E47
HU7085,780E2F
SJ2085,8A05C8
NH81,85C970
EY654,8964BD
NX8,78041B
BX711,71BF61
EK95,8963D7
LY382,738055
VJ5487,888126
7R261,424A03
9C8746,780DC7
LY362,738054
CA868,78076B
CI5253,899106
EY32,896328
BC768,86803B
AK5647,7502B8
RL8570,424341
CZ6717,780DB1
AK5874,75022B
HD38,840593
WE267,885308
CZ3418,780F15
CA4384,78026E
U62950,424562
3U8853,7811E3
G8244,800C06
DL278,A17B16
U6220,424616
CZ3997,780DB0
PC3111,4BA74A
H59557,4CA6DB
U6547,4249E8
SV823,710105
NH184,86EBFA
SM462,010194
AM98,AA9BB7
CI5705,899103
HO1325,78095F
AI442,800400
SQ365,76CDAD
QW9846,780C4B
SQ337,76CDB0
JD5270,780EC8
CZ3654,780290
G8506,800549
G9189,896466
MU5130,7802FF
QR420,06A078
TK7209,4BCC52
LJ95,71BF43
TG120,885104
MS920,010146
3U8894,780E4F
CX902,789202
S71026,4242DD
MU2572,780E7E
MH190,750255
TW206,71C294
GM3101,4B1937
W66411,471F5A
OZ212,71C079
OS863,440669
LH1444,3C66AE
PC2736,4B906C
FD3378,880845
SV1118,7103D7
6E267,8007CD
HO1693,780DF5
KC610,484354
G8150,800C69
KY8366,78106A
HU7276,780EFB
DL182,A173A8
DV708,503C71
EK8,896184
MM320,86CEDF
KE719,71BD39
FD3212,88044F
QR10,06A149
MU5126,78071E
Y97054,508385
HO1143,7810EB
6E191,8004B5
6E804,800466
MH433,750202
QR647,06A094
EY24,89619E
CI840,8990B0
NU9,840D81
PK282,760982
A9788,51407D
EK121,8963E0
CI117,8991B9
6E3988,800C74
6Q541,778827
XY206,4241DA
VN269,8880F7
SQ868,76CE4D
KN5892,781164
6J82,86CEE7
TK2462,4BA8F3
EY96,8961E7
NH688,86EF02
UO1845,780AC1
CZ8441,780B0F
MU5626,780722
PN6349,78084A
G9608,896371
EY76,8964BC
KE53,71BE33
ZH9082,780CFF
MU5434,781045
CZ3184,780509
AI42,800BE5
LH2528,3C6612
SU2074,42491E
KC904,4844B7
JL815,850E14
KA897,78012D
NA13,0101B3
UT810,42493C
8L853,781050
6E983,503C61
3U8326,780C28
RJ640,740821
JL751,86DA1E
WE136,885305
HU7948,780372
ZH9976,78044B
5J753,7583B7
B9900,730641
ET673,040088
PG951,88420D
TG602,8850B3
BR278,8990B3
SU1142,42437C
SU503,424573
DP838,4243E8
I51334,800BE9
PC2090,4BB84A
X36955,3C0CA0
EK733,896177
MU5803,780791
A9757,514096
BK2908,780B50
AI607,800BEF
FZ602,8962B7
SV559,710130
B2952,51009A
J9483,70620E
G9261,896486
CZ6331,780889
G9871,896337
MU5320,780B80
EK91,896480
IX474,800B9A
NL683,7609C9
AI503,800C42
CA1410,780AE6
5Y8027,A55E46
TK7103,4BA8D9
6E316,800BC4
TR387,76D24C
NX830,7811D8
MU9937,79A05E
SG832,800BDC
MU5168,780EDA
EY314,89612E
ZH9710,780470
WY679,70C0F1
JD5143,7806BD
CA4315,780703
U69229,424617
CI510,8991BE
HX709,780A9F
VJ943,88803F
Z92104,6831F5
BR771,899085
AK6418,750270
CA4388,78115F
AK5173,750459
CI123,8991A0
MF8611,780259
QR141,06A0A7
CI5833,89911C
HU7576,78105F
MU5179,78078B
JL526,86EF00
6E694,800BC0
HY688,507C3E
E5338,0101CD
PK797,7608FA
FM9186,7812FE
QR257,06A08E
U6737,4242B3
TR588,76D248
FZ822,8963B9
S7262,424287
NS3302,7808D4
6E875,800C1F
EY811,896385
6E394,800B76
KK1005,4B8692
FZ336,8962AA
CA8368,7BB0A3
9W614,800174
NH79,8686CC
CZ6800,781155
SU2403,424947
9C8848,7811B0
FZ573,89648D
TG341,8850AF
CZ3190,78046C
6E83,800AF3
LY354,73806D
PG962,884203
