KE283,71BE10
MU5007,781230
KA892,780125
HU7961,7808A0
9U173,504DD9
QR145,06A043
AI645,8004D6
UL102,77058D
QR1347,06A01B
HX707,780AC2
S7261,424583
3U8825,780959
FM9381,780D56
5J989,7583A2
TR604,76D24D
F3141,710129
QR291,06A09E
MU2007,7803EF
JL69,86D602
HU7182,780E2F
J9164,70620D
B3700,680006
AI809,800C4A
LY2365,738061
MI616,76B4E2
DD3125,881050
J9902,70620F
QR199,06A023
PG224,884212
SU501,424333
NH1264,85C970
9W711,80065E
JL2185,84B758
6J25,86D237
6E346,800C75
KC863,484356
TW286,71C095
DP188,4243F1
HU6228,7812EC
CV797,4D0116
MH704,75020C
CA461,780AD0
SL101,8832B1
PC795,4B8E16
MI631,76B4E6
G8140,800C60
EK511,8963DE
UA198,A31A50
KA350,7801AD
PC2082,4BB849
NA22,010140
CZ3224,78007D
NH67,86D906
VJ134,4B9848
ER501,7609C1
N4123,42434E
CX450,7801CC
UA869,A290D0
EK157,896316
JL2503,8511CA
PC3230,4B8E15
FD313,88044F
BC717,8681B4
9W9812,8005A3
HU7148,78105B
JW104,842350
HU7190,780C58
MF8218,7808D3
NH87,861BEC
LY2651,738060
QR81,06A07C
CZ3603,7802C1
8L9996,781050
WY823,70C0C5
CA1810,780CC0
QR416,06A19E
G9151,8964C6
CX930,789202
AI551,800B61
SV808,7100C1
MU5602,780601
HU7940,780B1B
PC2860,4BB844
JL3537,84C27A
MF8275,780B3F
PC1933,4B8650
CA144,780E21
UO3899,780AB5
KN5897,780E00
CX750,78018F
VJ253,8880D8
JD5394,780252
JL3512,851BBA
SU1272,42434B
EY301,89627B
PC2002,4B86D0
OZ561,71BF56
JL816,86D974
ZH9262,780B8C
AK5346,750323
OZ271,71BF55
CZ390,780B15
XQ7618,4BCDD2
6E135,8005F7
KC101,484340
QG7174,8A057A
KB204,680002
FD3131,880449
SV9763,4BBC6B
TV9865,780BE0
3K520,76AA62
LY311,73806F
OZ370,71BD15
MU5112,781335
AK5107,7503B1
UA851,A1F1A0
NX162,78041C
BI422,895054
SV1103,710132
CA4198,781159
6J15,86CF6F
HD24,845EBC
KY8254,78106A
XY201,42414D
JD5289,7806BC
AK856,750450
HD128,8470A0
CX332,7801C8
PG805,8840F8
7C1384,71C239
AI543,800589
AK5130,7503BF
5J621,75816F
ZO4087,7368E2
JH355,840568
JL908,868DFC
MU7636,780DB7
IT211,899025
AI315,80073D
PR336,758341
CZ3276,7805AB
MU2706,79A048
AC3,C02ED9
J2683,600853
CZ438,780AEB
TK7150,4BCC29
WY253,70C0E0
MU2173,78122E
6E202,800C17
DL582,A9600B
S24056,80048A
CX433,780A58
RU449,424379
ZH9122,7BB129
CA632,780299
SL784,8832AC
TK7136,4BCC2A
VN1577,88805B
SU1301,155BDC
KE808,71C217
I51983,800BE9
JL630,851848
6E3175,800596
UK995,800B71
DD7505,881052
PR654,758337
NH64,868754
UA143,A2A300
AI409,8004A7
EU2306,7810EE
EK521,896114
SU5685,400166
TG616,885043
QR67,06A064
UA857,A2A3B5
PR682,75833B
LH715,3C6705
KE907,71C209
CZ382,781148
NH257,86787C
S24662,8001E6
PC2402,4B8C6A
CI134,8991B2
MH2614,750223
KA901,780162
W561,7335B2
CA4186,78057F
HX246,780A22
DL589,A0F541
KE604,71BD87
ME213,5000B3
NX885,78033F
TK7060,4BCC50
CA4326,780101
N46601,424547
SU6369,4242A6
LY573,738057
PR2838,75808C
ZH9902,78050E
FZ432,8963B6
SV1290,7100B0
CZ6329,7807C3
CZ3252,780AED
CX367,78018B
I51453,800C45
ZH9912,780B21
KE771,71BF25
NH666,86837C
VZ104,885961
FZ334,89648E
TK7114,4BCDD5
KA620,780195
EK621,8960CD
BX322,71C099
EK415,8960F0
AI651,8003E6
MH741,7503AB
ZH9671,7810E7
NL774,7609A4
8Y708,7584FB
NS3299,78116B
EK855,89617B
G8246,800C69
KK127,4B8686
OZ114,71C258
CA937,78103B
KA634,780A4D
SV1022,710064
OD521,750402
QR601,06A08F
9W736,80043D
FD3201,880856
F3103,710127
CZ380,78068A
BR830,89904E
TK2246,4BAA4C
CX690,780AA4
TK960,4BAA4B
OZ221,71C284
QR444,06A1DF
EK15,8960ED
CA1354,78115E
MU2446,780852
KE278,71C044
9W358,800C53
MI773,76CC45
DL89,A963BF
3K582,76AA76
AK824,75010A
SL707,883293
SC4715,780820
QR3,06A14A
NX198,780344
TW271,71C047
AI889,800414
WY373,70C054
ZH9280,7806AD
DD7407,88104F
JL958,8511A8
MU5681,79A051
KE826,71BF19
3U8850,780E52
CZ3010,780746
KN5828,7811B5
BR197,899077
PC2001,4BB847
G8261,800C79
PK203,760982
Z2355,758321
W64427,471F69
MU716,780932
HU7885,780656
FD571,880853
QS1235,49D3D4
XY125,424793
CI834,8991A0
HX80,780A31
RJ623,740730
QR1128,06A1E2
CA928,780AD2
PG709,884205
N4183,42441C
TG601,880050
IY606,890021
IK403,42424B
UO1253,780A73
GX7866,7810BE
NH767,86D222
AK583,75015A
BC305,8681B1
SC8864,780D59
AK205,750467
9C8579,7811B1
EK39,896484
HO1167,780F99
CA4124,780C42
MU5491,78055B
KA441,7801A1
UA803,AAAC4A
MU9605,780651
SV259,710122
UO1585,780A72
TK2642,4BAA67
3U8870,78080A
TK7140,4BCDD9
FZ434,89646B
SU209,424574
FM9304,7800F3
TG476,88006E
OZ712,71BC18
VJ803,8880AF
VN233,8880A3
CA4164,7BB0FE
HO1339,78042E
I36601,39CCB9
OZ171,71C074
MF8199,7812F3
OD1007,7503FB
6E6966,503C73
MU7362,780B2B
NH974,861EF8
KY8312,780FB8
FD3185,880456
FZ157,896332
CX36,780A1D
SG742,80074D
FM833,780EB2
5J660,75816E
9W907,8076C4
JL804,8511EC
SC4958,780B6B
QR832,06A045
SU5613,4243E5
6E548,80071C
UK994,800BD2
SC4098,780BE9
KC852,484354
MU2098,7805A3
DP831,424368
QR1134,06A152
TR973,76BCC7
CZ6020,78102D
UB2,7041C4
JQ15,7C6BC1
MU5169,780723
KE866,71C027
SV60,71011E
CI221,8991C0
SQ177,76CE8F
SG842,800638
BA162,406A34
IA205,728642
JD480,780FCA
MM135,86D273
G9145,896364
OZ174,71C038
BK2963,7810B6
QR777,06A100
KY8215,780DE7
EK109,89617C
CZ6367,79A059
HU7120,78110D
BL521,8880CB
QF129,7C531D
DL588,A0F7C1
W51033,7335D4
3U8884,7807BD
CA9502,780BFA
TK7046,4BCC66
HY662,507C3E
CZ3193,780C77
KU412,70605C
AK868,750465
CA1530,780648
FD377,880455
CA1270,780020
EY29,896399
HY667,507C43
BA80,406F7B
ZH9602,78050C
7C1851,71C031
AK5748,750457
MU9717,780E81
JL694,84C236
S73325,424957
KA865,7801B1
9W701,800C54
SC8445,780DEE
ZH9610,780570
SL825,8832B5
KE828,71C002
KE917,71C228
KE766,71BC61
HU7212,7806B5
GK157,845F78
9W268,800B1D
SV1023,7100B7
MI427,76B4EB
7G48,841B6A
DP155,42436A
IJ702,841043
KN2302,780FFC
ZA451,70E058
TG416,88001D
CA1963,7806F0
TK7600,4BA8C7
NH592,86D2AA
SV1530,710081
6E327,800C1B
AF291,3949ED
0B5161,4A09A3
IT202,899026
MU5702,7812F6
3U8181,780DDD
MU5266,78071D
ZH9622,781284
B7192,899071
MU9627,780CA8
6E687,800BF5
SV1230,7100AF
AI75,800BE5
FD752,880844
5J783,758272
BC773,8681AE
RJ613,740733
NH852,86CED2
HY649,507C3B
NH636,86D334
JL667,851230
MU2005,78066A
SQ974,76CE69
PC780,4B8E0C
SQ891,76CE2C
CZ3487,7802AB
BR107,8990B2
CZ3070,7802AE
N4229,424240
ME364,748029
JW917,841894
NH326,840888
S24057,80016E
NL122,760989
G9337,896413
TK7236,4BA8C3
FZ571,89648B
NO9452,3001C5
CZ6760,79A070
AK135,75043E
3U8963,7808B7
6E477,800BAD
KK1007,4B8788
SV874,710055
OZ151,71BD16
VJ891,8880CD
JL874,8514B4
6J59,86D1F3
BA38,406F73
JL316,84013F
ZH9102,780B1E
TK7082,4BCC6C
6E329,800AF5
S7582,424428
MU5189,780F49
CI680,8991B7
JL670,86EF84
SU1872,424334
WY203,70C0CB
CZ3539,7808AE
CA832,780E77
GK634,840944
CA4575,7808CA
6W759,424577
LJ213,71BF98
CA649,7808AB
HU6122,780DD2
MU2338,780094
ZH9051,780306
ZE913,71C048
SQ975,76CE4C
CX239,780A67
JL283,850E58
CA4178,78028C
6E433,800C74
QD676,70E04F
W51102,7335D8
BR802,8990CC
AI695,80053F
7C1105,71C062
MF8025,7805DF
IR658,7324A5
SQ866,76CEED
MI350,76B4E1
6E3645,800B76
NH256,8678C0
CA186,780639
ZH9691,78070B
KE553,71C043
KU413,706059
AK5323,75027E
U61001,4249CD
VN1552,88808E
QR456,06A1E0
GJ8764,780C8A
MU5393,780E3C
MF8692,781114
6E733,800BC1
KE74,71C085
MF8350,781110
TK7022,4BA8CA
6J58,86CEA3
NH1694,869278
6E223,80054E
ZH9673,780788
FD3106,88085A
SG657,800BCE
QR1351,06A095
KE814,71C240
AK136,75045A
KC288,48411E
QR743,06A0FC
CX564,780A4A
KN5825,780F19
IT371,899024
CZ3350,780410
HO1262,780CC2
EK751,89639E
3U8878,7811E1
SU1940,4249DA
DD3145,881047
PR2960,75807F
PC2751,4BB84C
PN6248,780E86
3U8798,780733
6E429,8007CA
9C8981,7811B0
B28145,51009C
G9518,8964E8
KE480,71C275
CI782,89901B
DD4235,881054
SG480,8006FC
SU1563,424345
WY223,70C0DF
AK101,75043F
W5136,7335B1
JL375,851C86
6E533,800B58
NH625,861ED6
UO1646,780A90
IA161,728675
CA105,780C99
JL3515,85120E
QR960,06A047
NH290,868338
VJ5320,88813C
CZ3438,780708
MF8362,78110F
MF8406,7802EB
UO638,780AC6
PK350,760997
YK883,6010D1
PC3011,4BA745
HD66,846978
S71147,42412F
SV890,71004B
HU7157,78025B
ME426,748026
G8553,800C61
QR727,06A0FB
PC1861,4BA74A
6E943,800C63
VJ138,8880F5
MU744,7803ED
CX831,78023E
WY672,70C0CA
MI754,76B4EF
JL897,851492
Q9342,706259
NH1088,8477C8
CA1907,780D89
QR301,06A04C
EK185,8960D5
MU271,7802A3
KA874,78012D
QR673,06A0F6
9C8860,781086
CX495,780A57
CZ3678,781031
BC514,86803E
JD5309,78085C
W63257,471EA8
JL828,86E780
OZ722,71BF92
UA871,A1C7C1
TR607,76D258
OD222,75041C
ZH9175,780319
CZ358,78062E
6E711,800BB4
SV9313,4CC3F2
QR131,06A04D
PK791,760918
AF382,3949E6
AH4625,0A0046
5Y4512,AA0CA7
5J860,758322
PC2570,4B9066
KY8205,781244
FV5644,424354
CA104,7806F9
CZ3206,78076A
FZ709,8963BB
SU1210,424344
MU2171,780B37
FD567,880849
CX922,780192
