TK160,4BA9CD
SV1038,7100B8
MU542,780556
FM9383,7809B3
XY716,424149
ZA457,70E05A
MF8050,781193
N4227,4B842C
7W4051,50822E
DD3182,881047
FD350,88044B
HU7311,7811F8
9W856,8001CE
CA1390,7810F9
TK7375,4BCC50
ME214,748026
OS602,44016B
VN602,88809D
JD5208,7806C4
S71156,4240CC
AI775,800BFB
PC3013,4B8432
CX934,7801B4
CZ3268,7809E0
LY320,73806A
MT884,407270
IA224,728644
CA4182,780D8C
6E396,800BC4
TG418,880046
J9483,70620E
6E598,800C36
YE5217,508380
AK1575,75033B
TK7431,4BA8C4
CA947,7808A9
TG961,885177
XG4940,3C0A43
IT306,89902D
SG254,8005D5
UL207,7705C4
6S304,424791
FD525,88084C
FD106,880845
CA1402,780FDC
EK9837,89616C
AK47,750106
LX242,4B1886
KA809,78012A
CX17,78021B
KK900,4B8788
CX270,780A2B
FM813,780118
DR6536,780E11
MU5146,780EC0
FZ798,8964D0
HO1264,780F0A
CZ3014,780C3E
W5101,7335A3
CA4502,780DFD
AK9358,7503B3
FZ340,89648F
9W901,800AFC
I51458,800C57
6E698,800AF3
TK7545,4BCC29
NH8561,86D67E
NX101,780EC2
CX2503,78016E
FD3183,88044D
SL105,883294
GA886,8A02FE
3U8090,780E4E
UO627,780AC6
UL103,770588
S73318,424583
MU5359,780FEC
KC139,4844AD
ME315,500058
CZ325,7807BC
JL792,86781E
CZ3660,780E41
QR297,06A023
TV6026,780F88
HY514,507C4D
KA622,780A5A
CZ3100,780C7A
SV322,710113
SV376,71011E
G9222,8964E8
P9501,
JL794,8674F0
N4225,424240
IX322,800B99
CA1862,780BF5
KE5,71BF84
TK2223,4BAB22
MI757,76B441
CA1950,7809A5
MU513,780EBB
UO226,789206
QR639,06A13A
CZ3582,780B13
HU7995,780DBE
CZ3107,781149
OD231,7502C4
ME218,748027
NX9851,780340
LD205,7801BC
7C3108,71C295
9C8532,7810D5
KZ227,846333
A9928,51408C
UL828,77044F
PO224,A87108
FM9550,780300
MU5834,780B18
7C2903,71BA13
CZ6012,780866
NH84,868EE4
QR225,06A087
SV313,7100BD
CX715,780133
MU2084,780D98
PC2502,4B906A
ES821,894089
HU7802,780D65
SG845,800BC7
CX826,780A97
AI526,8001AB
CN7127,7805A5
TW129,71C086
TK7143,4BCC52
DF152,780837
SV1914,7103DB
UT561,424106
6E674,800B3F
WY824,70C0AB
ME418,50005A
CZ3452,7807C2
OD271,7503DB
G9192,896412
LX1326,4B18F1
5X33,A77B6F
6M3722,5080B3
HU6314,78129C
HU7292,78083F
G8145,800435
BA139,4007FB
IA1171,728669
LY8,738044
9W816,80072B
ZH9930,7802CE
SU1248,155BD3
FD586,880852
WY664,70C0DF
KA975,780183
NP192,0101A7
S7541,424429
CZ6546,78088B
CZ6766,780FC5
9W637,8007C4
TG565,885154
9W63,8005A2
9C8973,780C64
UL171,7705C5
3K592,76AA68
LH1760,3C6494
AI608,8004FE
9W625,80072C
EK875,896115
CX354,780A9B
BR769,899071
TK7301,4BA8C5
FZ886,8963B5
LY394,738050
CA8274,780491
TK418,4BAAC1
HU7664,78105D
FZ758,8963BC
MF8038,780F9F
IR720,732542
CZ6528,780B74
TV9880,780F86
SC4770,78111D
3U8752,7806A9
JL150,85188C
A9695,514096
HU7378,7812EC
VJ958,8880CD
BL798,8880C3
DZ6306,78123E
BH5412,504E27
AK6358,7502AD
TG607,88006D
SG468,800BCA
CZ348,7808AE
VY6949,345398
UA90,A1F2B1
FZ746,8963AD
TG315,880017
HU7282,78097B
TK472,4BA994
VJ295,8880B0
HO1162,78095E
HX15,780A6C
CZ625,780BCF
AK131,75043F
JT2737,8A06B5
KY8332,780FBA
UL215,7705C2
TK7009,4BA8D0
5J974,7583B7
QR307,06A094
7C2653,71C239
CZ3588,7804A8
UK733,800B6F
MU9622,780C52
SU2185,424329
FX5231,A00CA4
KA483,7801B2
TG436,885225
9C8886,780AD8
XY207,4241B0
ID6018,8A03D4
KE9465,71C223
IR716,732442
BL587,888088
CZ6992,780BD5
9W468,800547
9W483,800174
3K766,76AA6B
SQ446,76CE92
MI488,76B4E2
MU2536,780607
6E307,800BB4
EK661,8963D9
FT702,0101CB
U22084,4073A1
AI928,800C48
AI977,8004BD
XG4758,3C0A54
9C8557,781166
CA9614,7BB0DE
CX636,7801DC
ZH9684,78056F
TK7474,4BA8E2
ZH9728,780B1F
UL205,77044C
TG345,8850B5
J9177,70620A
CA4118,780D2B
TK2731,4BAAA7
SV1330,7100AF
MT992,4069EB
FM831,780C17
CA784,780FDA
HX452,780A44
QR1127,06A1E1
PS516,50837C
TK2747,4BA8E4
5J377,7582B3
9H8336,780B98
AK23,7503B2
SV783,710051
CA950,780005
CZ6416,781097
NR182,728633
KE2115,71C240
TK7780,4BA8C7
ME236,748018
ZH9044,781005
TK7052,4BCC53
6E1703,800628
CA116,7805B0
DL612,A144BB
GK64,845F78
EK158,8960DB
SV144,710112
DL468,AB4C1D
Y87510,7804A1
SV1039,710138
NH879,86EB50
CX260,780A61
EY318,8964C3
MU5160,781103
PC387,4BB84C
RB353,778565
ST2449,3C09F0
BR858,8990C7
CA1552,780D83
HU7603,780E29
AK53,75033D
FZ63,896379
KL569,484368
G9445,8962D1
EY931,896442
ZH9422,7808FC
7C3154,71C033
HX220,780A8F
G8303,800B18
JD5374,78042B
6E6386,800BAC
FM9459,7BB084
TK2667,4BA8F4
6E794,800B77
NH186,86EEE4
5J678,758324
CZ3279,780E07
RJ166,740732
BY1364,4054A7
ET603,040132
MU2053,780F48
HX9072,780A1E
BY550,406D6F
PC1711,4B8E0D
PK217,760983
DI7407,40742D
PO998,A57362
MU751,780C4D
CA4536,78028B
ER504,7609C3
ET3606,04008C
MU725,78045F
FZ5156,8963B7
OS75,44007C
PC3191,4BA749
TK393,4BAAC9
KC998,4844A0
MH2598,7502B2
3K572,76AA6D
FZ338,89646C
KA450,78012E
FM9807,78069F
LH756,3C4AD2
IT233,899028
OZ609,71C004
MF8667,7802E9
OQ2334,780745
CZ6722,7800E7
UL225,773500
2G756,14F112
MF8448,7802E7
CX123,780AA3
FD3028,880854
UK867,800B27
SU6155,4248E9
IK2505,424266
TK969,4BAA8A
AZ807,4CA844
JD5194,780252
OZ707,71C060
6E373,800B37
CA1578,780AD2
BX381,71BF31
VJ246,8880C1
SQ317,76CD65
MI456,76B4EC
ZA246,E47E75
CZ6539,780675
G8396,800C68
WY656,70C0C2
SZ273,515313
BI4628,89502F
DP855,4245A9
RB516,778741
XG4668,3C0A52
G9224,8963CB
TK7085,4BCC66
PS780,5081EE
SV589,71018B
Z29047,75853A
PX11,89808B
UK996,800B23
FZ211,896334
PR1864,7582F6
LY2522,738058
TK2676,4BAA46
3Z7610,C078B1
DP192,4245A8
SU1630,4242C4
S71143,4242BF
VA86,7C752B
GF65,89406D
BX612,71BF63
HU7162,7808E2
VN1189,8880A1
XY719,42415F
GF42,89406F
TR572,76D152
MF8396,781113
VJ5102,888141
CX663,780A35
HU7112,7BE012
DD3219,88104F
ZH9004,7807A8
G9148,896497
KC917,48448D
SV1536,71008C
TW9290,71C000
BR179,899070
HU7707,7806E2
SC4769,78111C
SC4808,7812D6
TK2852,4BA901
LX146,4B187C
TK825,4BB1E6
5J370,758227
9C8674,78080D
9W447,800B1F
SV1470,710088
WY646,70C0F2
MU5361,780DE4
KE51,71BE44
HU7972,780463
I5546,800C1C
IA1181,728668
WY908,70C0CA
CA1418,7806F9
FD3033,88044E
AI539,80057B
9W840,8076C4
6E1303,800B12
VN284,88808B
SV324,7103DD
VN50,8880F8
XG4826,3C0A46
FD3112,880859
SV3624,4BBC68
SV644,7100BA
8L9565,780E31
9C8722,781085
KA154,780179
IT307,89902C
SL185,8832AC
CK288,78029F
G8806,8007F6
EK355,896199
HO1092,7810EB
NL163,7609A4
KC965,4844A2
NS3518,7810F5
9W334,80040D
G9294,896485
G8242,800BF3
CZ3114,780BDA
LJ121,71BD63
NS3300,780F61
AI331,800734
XQ7647,4BCDD0
UK886,800C0B
U6408,42441B
TG410,885104
NA164,0101B3
PC2466,4B8E05
PC2092,4B8E12
BI520,895019
9C8780,7807B1
FM9394,780D55
3U8372,780375
AI618,8004A7
TV9882,780BE0
SU2111,42434D
PC3240,4B8E01
CZ8265,780085
S24418,8001FE
TK7099,4BA8CA
LJ31,71BD65
MU5656,780F43
SQ377,76CDB2
HU7210,7806B5
BX797,71BA10
AK6419,750272
HO1208,780977
MU7654,780E81
U6742,424278
FZ576,89648E
FD3229,88044F
AI11,800B44
HU7345,780688
CZ391,780747
NX876,780D4A
HU7602,781002
UB4,7041C4
S7906,424420
EY431,89612C
MU2300,78064D
IX346,8003F2
CZ6700,781125
6E67,80064D
FD153,880855
SG158,800BC6
KE313,71C043
BX373,71BF35
HU7803,78110D
GS6448,780EF5
FM9317,780585
AK117,75043C
AK39,7503FD
KE273,71C252
VN1267,88805B
TK2255,4BAA62
MU5639,78078B
6E5313,8005DF
TK787,4BAA76
SC8720,7806EA
MU7162,780CAB
MS690,010161
TH3507,7503F3
CZ6466,79A042
FX5199,A022EE
SV1648,710096
CZ8298,781031
BL518,8880F9
CX697,780190
3U8582,7806AA
AI850,80057D
7C4903,71C090
SC8806,780FF4
MU5186,7802A3
MF838,7810B3
EK948,89620B
PC1620,4B8650
G9156,896366
MU236,7800FF
6E808,800C63
CA1816,7802D2
FD573,880853
CZ3360,780410
MU7051,7804B8
5J981,75816D
AI94,800413
6E714,800B74
6E974,800466
KA294,7801C1
NL709,76098D
KC969,48411E
MF8622,781209
TR897,76BD44
LY338,738055
BL489,888147
9W448,8001D0
CZ6289,781099
IX163,8003B0
MF8103,780477
U69226,424617
TK2463,4BAAC7
CZ8401,7802D7
MU7097,79A03D
I5732,800B43
HO1051,780BE7
MF820,780F0B
G9128,896486
QR649,06A08D
KK1283,4B8685
FD645,880453
IR715,732443
UL217,77058F
AK123,750419
MU2128,780855
SG823,800407
AK13,75033C
6E813,800719
NL126,7609C9
3U8809,780B87
CA1302,7811A3
IB3144,342108
6Q651,778825
KA870,7801D4
HO1125,780F9A
MU9737,780C60
SV505,710083
PR493,7583E2
BG40,70203F
8Q45,4BBC81
SL726,8832B5
UK781,800BB0
LH754,3C4B31
OS874,440130
NH833,861F3C
TR375,76D02E
SV560,71012F
KN2382,780D62
3U8834,7809EE
FX6024,AC5FD6
QB2212,731A2E
MU5067,780F4B
BR56,8990E4
MU715,7807D5
KZ160,845F9F
SL8064,883288
FM9238,7803E7
ZA2119,70E059
TG971,885171
NL737,7609CD
OS57,440081
JW179,845CE4
5X145,A40E1C
6W775,424578
ER524,7609C1
TK334,4BAA8D
6E395,8007CA
GS7865,7800A5
JD5632,780E8F
PR517,75823B
FD503,880C42
CI163,89901D
UO1252,780AA1
MU7390,780669
CZ3744,7809FD
SV735,710047
KL535,484410
UX1302,3451CF
AI489,800040
SU2125,4249DA
CX37,780A6F
HO1090,780E79
OD552,750403
KU283,70605F
RJ504,7415A3
KC855,48433C
ZA421,70E058
QG8816,8A0650
SQ983,76CE4C
OV5,70C0F4
GX8826,780428
CZ8309,780919
WY248,70C0C1
XY33,42416F
KA110,7801A3
CI5895,899106
PC1882,4B8E1A
T5729,601833
9W2074,800C76
3S591,3C4581
CG8304,780B97
MU2378,7808F0
MU2318,780094
CZ8760,780BA0
CA1356,780DFC
WY434,70C0F1
CZ6284,780431
8L9992,78055F
SQ7864,76CCCD
CZ6945,7802AE
TR564,76D244
ZH9609,78056C
6E197,800C16
S731,42404E
TK2655,4BAAAB
DP194,42436B
5X166,A3ADE9
MU2036,780DB7
S7161,424288
TG931,8852A4
DD8726,88104B
HO1287,781252
ZH9110,78056D
SL8028,88328C
ZH9793,780447
CZ3653,780592
SG927,8003AD
XY111,424174
9C8994,780DC7
TG925,880051
BY64,406B12
CX161,780A98
UQ2531,780458
FZ781,8964D2
HY273,400189
ZO3004,7368E1
PC2406,4BB84D
FX5017,A008ED
HO1184,780976
JD5714,7800D2
OD610,750407
Z2615,758395
6E783,800688
3K552,76AA66
TK2834,4BAA44
KA168,780A4C
CZ3698,780888
KU563,70602A
HY601,507C49
SU6895,424245
OZ587,71BC19
MU281,780B35
MU2004,780E80
G9428,896371
AI853,800415
AI416,800B61
MS855,010091
MH71,75025D
CI622,8991A0
LY363,738064
CX147,780A94
6E622,8006E1
BR36,8990E5
OQ2360,780624
MM79,86D295
5P5634,489C03
HO1345,78042F
MM858,86D2FB
PC8321,4B86D0
GX8875,780711
EK373,8963F6
VJ806,888096
WE287,88530C
G8439,80072A
9W722,800C81
BS333,702082
CZ6464,78091B
AK5138,75027D
DR6568,780FA2
S73320,424427
HX706,780AB1
6E61,80064B
9W534,8005A3
TG222,887801
TG941,885106
AK1394,7503C4
MU7384,7805D9
MM808,86D2B7
HO1314,780500
DP182,4243E9
Y7915,424553
VN187,8880AD
HV246,48520A
CX90,780A3E
EK9874,8963A1
CX216,780AB6
7L1780,424407
BL513,88803B
SG23,800C2A
VN7296,88812C
6E454,800B39
9W376,800C9E
CA1642,7805EE
QR1352,06A02E
CA1388,780FDF
AK5013,750436
VN285,88808A
8L802,780E9A
6E231,80064E
VJ248,888097
S7166,4242DD
SJ1140,8A0564
SN3325,44CDCA
FT3007,0101A8
TK2205,4BAA0C
LX188,4B18FD
SC8872,780FF6
WE268,88530D
AK103,75010B
ZH9443,780B1D
SU2597,424364
AF738,396440
BR827,8990B3
SU2501,42434F
MH198,75020A
MU5712,780457
UB18,7041C3
CZ327,780994
MF8206,7802EB
JD5181,7800D3
PC3051,4BA74A
AI973,80047A
LD326,780223
CZ381,78114A
TK402,4BAA6E
PS354,50839B
DL88,A9600B
GS7856,781322
BX375,71BF12
AI610,80052E
EK180,89631B
PC2824,4B842F
FM9320,7800F3
SU1862,424304
FZ732,8962C0
XY46,42479D
5F133,504E4B
UT447,4248DF
SV1521,710086
IR414,7324C1
MH2628,750280
SU1313,424348
CZ3484,780E06
SU537,424575
W51042,7335CB
W51019,7335CC
ZH9254,780475
BA165,4005C1
EY648,8961EA
3U8296,7809EF
9W643,8001D2
KU156,70604E
EK587,896213
CX649,780235
AK889,750450
SV1786,710117
LH636,3C6564
7G95,841442
MU2188,79A013
FD3205,880444
SU1123,424940
HU7743,78110C
FD3119,880446
CG8826,7803C5
G8446,800C61
5J129,758325
SU6313,424920
CA796,7802D3
HO1284,780CC2
VJ148,888135
E3738,0C602D
CZ3623,780863
KL871,484001
SC1190,780F68
MF8126,780F9E
3U8940,78112E
PG733,8840F7
VN773,8880E2
CA1410,780022
TO3308,39CEA2
LX253,4B1880
CA1866,7808C7
FR7091,4CA569
FZ942,8962B5
AI624,800C44
VN781,8880F7
5J856,7582E7
HX234,780AAF
5J143,758323
S71212,4240CA
ZH9163,78029D
AZ790,4CA936
AI905,800441
FZ743,8964CF
EU2283,7810ED
QR907,06A064
AF565,3965A2
CX617,7801B5
SV555,7103D9
AI473,80057C
AT277,020026
TK2706,4BA8E1
SV1810,71008A
OZ248,71BC23
CI938,8990A1
SQ981,76CEC7
9W548,800B1A
S7698,424571
OD1621,75041B
SV1040,7100B7
AI335,800C08
BL523,8880CB
HU7518,78027D
MH2626,75027B
9C8894,780F73
SG154,800BDE
KQ113,04C11B
FD3015,880441
9U172,504E44
LH1445,3C66A8
AY1962,461F9C
G8275,800549
ZH9113,780474
6E24,80064A
SV823,710064
UT776,424560
PR104,7584FA
DD3140,88105A
TR106,76BD41
XW887,886042
N4278,42424C
Z2771,758224
UT395,42425E
DZ6214,780EE7
MU2282,780302
PR2530,7583FA
5X99,A75F15
SU1157,424349
GJ8912,780E56
HO1156,780F99
VJ5259,888134
CZ8324,7809FB
EK503,896178
G9180,89642E
SL763,8832B1
FM861,780BA8
KE854,71C082
XW885,886041
HO1238,7800D9
A4212,155BF8
ME428,748017
S71027,424250
SG925,4BD155
CA1876,78031C
9W522,800B65
UT788,4249CA
9W811,800C80
VN7377,88808E
EK602,8960D9
CA960,780314
AI496,80052C
HU7772,7811EF
U62841,4242FD
LH2529,3C6650
I5785,800BEA
JD5626,780CF1
ZH9448,7809D6
Y71042,424939
G9339,896382
TG945,885108
6E403,8007CB
QR229,06A042
MU2380,79A012
SU1302,424596
6E775,8008C2
EK134,8960D0
BL597,88803C
SU6371,4248F2
TW663,71C069
TW107,71C253
G8127,800C60
HO1317,780501
AK128,7500DD
TK2432,4BAAAA
D7509,75026B
NX9621,780344
MF8131,7806A7
EK609,89611D
KN2372,7810A1
PC1961,4B8E10
CZ6782,780507
VN287,888021
GK93,84B5AC
EK319,8960FB
TR868,76BCC7
SU2483,4243D6
ET811,040014
9C8932,7812C3
SU1183,424590
SV924,4B8466
MH192,7502B1
CZ6119,780DB1
9W470,8007C3
NS3247,7802DD
FX6013,A01412
W5107,7335A4
MU5763,780871
DP508,4243E8
VJ309,888095
5F7777,504E45
MU9725,781016
AK1808,750270
SU6145,4245B2
CZ3708,780C3C
DV801,503C71
BL527,888144
G8584,800701
GX8896,7810BE
EK9746,896172
SV572,710118
OD162,750400
HO1251,78124E
8L9562,7810BF
NH801,86DA38
LY343,738065
TK2684,4BA8FA
MH796,750236
6E136,800C15
EK206,8960E6
HU6225,780E2B
CA1821,7805A0
CZ3258,78130E
6E963,800C12
HX27,780A20
VN7187,88805C
QD705,70E04F
AI892,800C43
LO761,489786
MU2606,780FF9
XQ9394,4BCCB5
EK262,896480
MU7142,78108B
CA1346,78103C
MU5768,780E85
CZ3739,780265
HY17,507C3B
6E601,8007CC
TV9934,7806DB
AK823,750140
UL407,770452
ET910,040128
EU2252,7806C9
KC873,48412D
SC4075,781173
FZ795,8963B6
TG557,88003F
PN6302,780763
CZ636,7807C5
DV733,503C5B
TG212,885178
BR677,89908D
ZH9724,780FD2
3U8528,780DDB
VJ5417,888156
MU7388,78071D
3U8827,780096
G8218,8007B6
FD3013,880456
N42485,4242C5
UL232,77044E
KE373,71BE02
SV1122,710105
AK525,750413
SQ635,76CEF4
S7898,424549
SG703,8005D6
S73356,424409
KN5886,780FFC
TR653,76D245
6E281,800C6A
CZ6314,780E08
CZ333,781146
KC996,48435A
AK5327,750333
SV303,71005A
CZ3165,7802AC
HO1311,78083E
PK309,760997
KE3766,71BD66
CZ3886,780BCA
SQ603,76CE81
SQ51,76CDB0
AI47,800739
CX252,780A8B
FD562,880447
LH624,3C6572
FX5924,A7D2E6
LY348,73806E
FM9560,78065A
BI424,89505B
HU7248,78089F
CA1464,780BFB
TK383,4BAA66
MU561,780DA0
YC9715,150693
NS3242,78057D
DE239,3C6426
9C8688,780F2C
MS526,01000F
GF910,89405C
KK1501,4B844C
PK370,760981
9C8758,780DC6
AK821,7503B1
KE319,71C046
SV264,71018A
EK720,896212
TK7325,4BCC45
HX128,780A54
UK977,800BD2
CZ321,780995
TK7214,4BA8C3
9W584,80015E
BG127,70203E
TB3982,44A82C
ZH9408,781225
FD3168,880455
CZ3862,780268
WZ701,42435D
WY684,70C0CC
ZF7756,424281
BA143,40057D
FX5607,ACA608
TK5275,4BA9ED
EY487,8964BE
Y97168,508385
Z92013,6831F5
G8713,8007F7
AK5649,750410
KU166,706051
CZ8348,7800FE
WY294,70C0C3
9W67,800B1C
8Q225,4BBC4B
GS7872,7811FD
5J744,75829D
HX623,780AA6
CA4322,780831
PG831,884212
TK7093,4BCDD9
6S309,4247B5
SQ615,76CE9A
HK681,7801C0
LD783,7801E2
9W420,800B1B
OD223,75041C
6E558,800B3A
KE315,71BE09
MU2376,780937
3U8892,780C2A
CX905,78018F
TK7086,4BA8E6
KN5892,7811B4
6S643,424790
JL36,86759A
BA65,400615
SU1160,424340
MF801,780D75
VJ146,8880AF
S71165,4240CE
CZ6924,780C78
RL7501,424310
EK653,8960E0
SU1233,424599
Y87504,780090
G52750,781223
FM857,780E6F
SV3843,4BBC69
PR312,758303
5X77,A7DF59
TK7073,4BCC2A
AI820,800589
U6826,424927
TK2926,4BAA06
SC4714,780F67
FB856,451D86
CX721,780A57
IX248,8003F3
WZ4245,14FA31
DR6560,7810CD
I51729,800C4C
FD569,880843
QB2273,731A32
3U8536,78030F
BK2820,78072C
VJ521,8880EF
MF8167,780684
BL799,88814D
QR964,06A0B7
8L9993,78101B
NS3210,780E68
Y71032,4249EF
MH6168,750264
UT493,4242AD
RJ614,740738
PG881,884202
FM841,780D54
EY451,896406
DP838,42436C
EW120,3C15BE
JD5551,78059A
PK263,760996
PA451,760481
VN470,888054
HU7090,7812EB
9W617,8001CF
J9240,70620C
HV5801,485209
HU6025,780B5F
MU2864,780C25
AI13,8004D5
CZ8242,78062E
TR574,76D032
G9123,8964C6
HU7716,7807B3
MF8067,780F56
KE647,71C026
8L9823,781052
NL144,7609CB
VN718,8880F1
MT742,4008E0
NH844,86E79A
JD5549,780114
7L789,42441F
EK817,8963DE
KE255,71BE17
JD5788,780B6F
TK2466,4BAA41
MS792,0100DF
U6898,4249CC
SG145,8006FC
DV706,503C79
SU2143,42458F
HU7702,78105B
CX846,780A19
SZ105,48435D
I51530,800B09
ZH9827,780B8E
T5921,601839
AI660,800BD4
CZ8293,780247
UK992,800C64
CZ452,7804C6
TK2610,4BA904
FD767,880858
HU7780,7812A1
CZ6256,780248
9C8806,7810D6
9W568,800B1D
FM9588,780481
SM211,010194
CZ6410,78010E
FD3419,880C46
PS714,508371
ZH9430,7812E7
SC4772,7BB134
8U971,018035
TW149,71C268
SU6196,424964
AI951,80052B
HU7068,7804FA
Y97081,73306B
QF118,7C4927
QR826,06A0B8
SL766,883296
CZ3171,780C77
WY336,70C0A2
SC1152,78047D
MH180,750282
QB2202,734C33
LH600,3C4ADA
K4247,A9675D
JD5333,7806F5
IA201,728641
SU1140,4242DA
EK9885,89616D
AF1060,3991E4
FZ143,896333
TK7016,4BCC46
3K514,76AA65
XQ9330,4BCCB9
CX288,780A14
TG911,8852A1
D7312,7502CC
VJ838,8880D9
3U8588,7805B9
DD8326,881052
GF79,89405F
JD5148,780EC6
W5114,7335CF
AI441,800412
XJ611,886281
MH179,7502B0
SV1329,7100A7
EK385,896484
VZ112,885964
6E991,800BB6
RJ181,740823
UT273,4249AB
TG921,8852A2
P78876,489C06
MU2817,79A074
CX709,780A58
ET414,04005D
PR398,758304
MS677,0100DC
AA192,A9961B
FB363,451E90
XY37,424793
PC7387,4B8E16
LY396,738054
GY7150,780F1B
NL762,76098E
CA775,7807CE
S7956,424570
8L9986,78101C
IX813,8003F1
CZ6602,780BCD
TK6563,4BA9FA
6E476,800B3C
JD5658,7804D4
U22560,406018
T5725,601832
CA983,7809AA
HX362,780A22
OZ383,71BE18
TG325,885156
TR578,76BCCA
KE283,71BE10
WZ4242,42435E
SU6104,4248E4
QR1336,06A0B1
CZ6468,780B9F
ME312,5000BB
BX791,71BF29
QD763,70E052
TK2248,4BA8D6
HU7612,7809DC
AI888,8004FD
DZ6278,781130
JD5278,780D39
HO1651,780F09
3U8073,78080B
5J751,75816F
D0542,405F31
VJ8906,88813F
HU7881,780841
UT523,4249DF
SV326,710090
VN520,888053
SG193,8001D9
EK567,89610C
EK726,89617C
HO1296,780CC3
PK713,7608EB
SQ452,76CE96
QR1324,06A04C
MU2278,780B81
XY615,495174
EY312,896354
EY463,8964C2
KE3464,71BD26
HO1716,780422
PK312,760999
QR5,06A0AD
TK415,4BAB2C
SV1714,71007B
UL454,770590
BY4315,4066D0
QR1341,06A089
OD185,7503DE
FD3012,880C47
PC2014,4B8533
HO1128,781250
WE167,88530A
9C8802,7810E6
HO1126,780CC5
WK50,4B1901
EK112,89630B
6E1204,800623
SU1105,424296
D7523,75002B
MK689,060019
6E371,800603
KC312,484355
6E6726,8005F7
SL725,8832AF
8L854,781050
DP157,4243EC
MU2323,7809BD
6E735,800BCB
KE473,71BD86
NH885,86E7DE
QZ253,8A018C
MS711,0100DB
DR6516,780035
IX612,80044D
KU785,706057
OZ951,71BC17
G8345,800C77
HY622,400188
JD5162,780EC5
YK180,601100
QR1364,06A062
JT83,8A0578
CZ3035,780772
W51044,7335C9
LY312,73806F
CA717,780FB5
RJ152,740730
ZF5433,424988
G9271,89634A
9W556,8001D1
5J396,7583E8
FH9310,4B9903
TK7408,4BCC6C
PC796,4B8E07
MU7652,780E7F
VN7275,888061
6E566,800C72
KE658,71BC60
HO1321,780EE4
ET814,040141
9W544,80015D
8K525,882DA3
PK306,760984
AK31,750323
EK128,896182
U25832,40666C
DY7201,407417
CA166,78115B
MH52,750262
KE644,71BD73
LH630,3C4A8B
K42947,A4B8BF
CZ6968,780429
F3112,710128
MU232,781230
WE343,885315
TK7434,4BA8CB
5J609,758225
SU1143,424297
PC3168,4BA745
IR712,732541
PN6304,78068F
CZ3080,780262
KL565,484175
5X81,A2E9CC
QR679,06A048
AQ1106,780418
MU780,780F3A
ET806,040039
AI22,8003C1
BR1722,89907A
LD769,780A86
MU2304,781107
3U8846,780E51
6E343,80071A
SC8406,780893
OQ2310,79A007
Y97042,73306E
6E637,503C62
PR311,7583A7
AK5123,7500E4
NX829,7811D8
G9112,8963BF
G8175,800C7A
AK29,7501F1
5C905,738C06
VN10,888139
8Q62,4BBDD3
TG955,88516C
FX5153,A7BF58
NH880,86E888
AK1241,7501E4
VN713,888055
SG487,800477
SV1117,710107
S71124,424286
EK980,896177
CX892,780ABC
MF8675,780016
SV1250,710132
SV124,71002B
TK2660,4BA8F6
SU1362,155C12
FD130,880841
BR205,899077
EK9918,896228
PC2794,4B8E0A
Z27237,75832F
QR237,06A152
T5733,60183D
FD659,880450
KC938,4850A7
BA662,40041B
FD105,880845
B99708,733485
FZ159,8963BA
RJ128,740735
EK94,8963D7
EY612,8962E4
SC8770,780C91
SU1106,42437C
9C8550,780AD9
GA5170,8A003B
AI983,8004D6
UK719,800B4B
FZ57,896377
GS7612,780BB4
6E217,800596
CZ8516,780B72
MU2570,781017
EK904,896175
VN768,88804D
6E426,8005F6
U23737,406FD9
GJ8882,780E55
WY264,70C04A
HY619,507C43
FM9221,78045C
CZ3428,780C74
FM881,780D56
GF173,894066
JQ28,7C6BC2
HO1176,7811D7
Y87556,7810F1
SV594,7100B3
Y87502,780BDE
CA4540,78048F
J9266,451D87
5X11,A26BE1
SL8023,88328A
PR110,758305
6E799,80051B
UT267,424904
SV317,71018C
EK762,896118
EK160,896310
CV451,4D0105
AI805,80047B
6E675,8007E0
MS701,01010B
G9551,8963FF
AF662,394A0B
VJ220,888126
PC2372,4B8490
QR8275,06A191
CA1668,7807C9
JL724,86E780
PO997,ABC5B8
CI921,8991BF
ZH9165,780E10
QD801,70E057
KE213,71BE29
FD3023,880442
9W494,8007F2
PR2820,7583A9
SG108,800BCC
HO1077,7805F5
6E166,8005DC
6E923,800686
AI504,800BE7
TG951,88517A
J4744,45AA99
VN18,88812D
TK7053,4BCC53
UK821,800B25
6E6184,800626
TR570,76D033
ZH9221,780303
EK810,89631A
LH1306,3C6750
PO214,ABB325
SL8024,8832AB
AI23,800C4A
UA184,A0E6C6
VN1379,88809B
HX284,780AAE
MU9704,780906
ZF6304,42432F
VN7277,8880D5
SV571,71011F
AI995,8005F3
SL748,8832B6
9C8926,780DC5
MU748,781213
UK966,800B70
TK2226,4BAA53
MU5492,78055B
LH692,3C66A7
HU7810,78105E
6E6505,800C70
SC4736,78006C
F3113,710129
FZ52,896332
CZ456,780DA8
NE110,010141
MU749,780C00
XY381,424189
FD170,880851
FZ557,8962BF
9C8530,7811B0
OQ2330,780C3B
CX408,78016D
CI5835,899105
3U8092,780C2B
CZ3546,780689
CZ3434,7804AA
RL8789,42459E
VN1269,88809C
PC2133,4BA747
BK2725,780D58
3K696,76AA69
BR52,899031
SV759,71005D
S71216,4242C9
AC8,C01759
GF565,89405D
LY325,738051
LH760,3C65AD
9W592,80046C
HU7195,7808E1
PG280,884208
9W928,800556
