AK131,750441
CZ643,780995
S7583,424427
EY32,896463
UT706,42410A
6E9183,80054D
OD620,7503D8
MU5179,7803E9
CZ6920,780B0F
OZ325,71C059
G8895,8004D8
DD8319,881058
MU7383,780557
6E3988,800BDF
SU2041,155BB6
FD3075,88084F
TK871,4BA92F
UK879,800B70
UO1371,780AC6
MM220,86D22F
6E264,8006E0
FD3378,880850
6S322,710029
FM9808,780F94
VN266,8880E7
8Q573,4BBC4D
PC2009,4B86D0
CI123,8991BD
EY42,89619E
E5338,0101CD
BC768,8681BE
FD3394,880452
U6154,424278
3U8631,78112C
CI117,8991B3
CZ6069,78102B
RS753,71BF90
9U171,504D51
9C8687,780B57
6E316,800BC4
QR232,06A097
6E804,800B72
6E907,800625
MF8360,780824
GF70,894065
OZ705,71BF37
MU5652,78078C
EK630,8963D5
HD37,861AFE
SU1182,4248F4
6E712,80054E
IX394,800395
KC995,4844A0
MH433,75021C
QF62,7C5325
EY96,8962E3
SV174,71007C
B2952,51008E
CZ3997,7802DE
ZH9756,7805E1
SM603,010193
HA855,A4671F
EK9873,896171
TK2563,4BA912
JW709,846B34
PR419,758338
CX135,780AAC
DD3218,88104B
SU503,42457E
KE71,71C085
S24432,800606
MF8416,780F1F
7C1305,71C020
MS920,010091
KK1022,4B8686
VN680,8880B3
SU2035,43BE88
VJ5356,888041
4B6531,14FA33
FZ5142,8963B7
D7182,7502CD
EK226,8963E5
PC1960,4B8E10
KA875,780126
CZ6011,780776
Y97137,508385
SV7407,3C0973
PR732,75823C
9C8848,78067D
VN7273,88809E
DL188,A6456D
HU7576,78058D
HU7356,7811F4
OZ232,71C284
QR420,06A13D
PR424,7583ED
FD3182,88044D
EK187,89630F
MU5822,780890
AI442,8004FD
TG408,88001C
QR141,06A0B8
VN580,8880AC
EU2211,781025
CZ3504,780BA2
PO237,ABB325
XC9005,4BD14E
KE795,71BD66
BR715,8990E1
PG235,88420B
PS614,508123
XG4916,3C0A43
CI187,899051
6E143,80064A
FD3027,880C41
BR820,899054
6E834,8004B4
CZ3638,7809E1
G8132,800B0B
JQ17,7C6BC0
FV5702,4242D8
TG602,8850AE
EU2305,7810F0
EY654,8964BE
MF8463,780F58
YE5209,508380
NL716,7609A3
SC1172,780DEB
PG226,8840F7
I51584,800C4C
FZ634,8963B0
SU6195,42457B
CX464,7801DC
7L7979,3005E1
TK7371,4BCC52
8L9603,781052
S71023,424420
SV1715,710095
PR307,75831E
HU7958,780E98
QR10,06A148
ME210,748021
NS3270,7809F5
MH2585,750237
FZ340,89648B
AI764,800C43
PA670,761487
AI415,800B44
VN546,8880ED
CA4593,780E22
BC730,8681B2
MB6121,4BB465
FZ612,896333
6J82,86D215
CZ3417,7800A9
WE419,88530A
QZ257,8A03F4
9W416,800547
VJ375,8880C8
PR2998,758073
8Y709,75847D
CZ3712,7807DA
CI109,8991AB
UL143,77044D
AA280,AB4732
CZ6634,780BCE
FM856,780F84
VN7185,8880F1
KE121,71BE13
HU7706,780D14
KL502,4851B1
NL767,7609CC
6E5409,800C75
KA906,7801AD
CZ3105,7802AB
WZ246,42435E
G9189,896382
MU2309,780106
EU2282,780EB5
CA4591,780867
9W404,80065E
9W23,80065F
WE267,885312
ZH9201,7802CA
CZ3654,780290
VN612,888021
3U8912,7811E5
FZ822,8963BC
6Q561,778825
MU5868,780E83
CZ6373,78088B
SQ424,76CD67
TK7084,4BCC56
9W658,800B1B
CI784,8991A9
KA903,7801A3
SV1037,7100C8
KA209,78017D
MU5320,780B80
3U8231,780B87
UA172,A43EE8
JD5143,780779
MF821,780E46
SV366,7100B5
A3904,4690F1
FM9180,780C18
HO1325,780500
NX882,7811D8
FM846,7800F3
G9735,89638E
EY72,89637D
CA1302,7812CF
JL654,851CCA
EK44,8963F7
MH775,7502B2
6E945,800B92
CI12,899021
SV327,7100A7
KU118,70605C
GS6551,780BB4
G9175,8964C6
HU7276,7808BC
5J978,758227
UT775,4249CA
AI618,800400
CA979,7BF014
ET673,040046
6E469,800626
JL786,861BD2
SG327,8001D9
MH2636,750282
AZ852,30061F
S792,4240CA
NX138,78041B
CI840,899042
W5103,7335A2
PR1860,758337
RJ262,740825
SQ391,76CECA
MU7651,780638
FZ51,89648E
CA4315,780DFB
8Q44,4BBDD3
AK888,7503B2
FZ881,8963B5
FZ304,89646B
DL278,A173A8
GF766,89407A
FX5311,A7A557
AK5173,750458
ST6257,3C4981
6E267,80068B
KU673,706028
6E1706,80064F
ST5015,3C09EE
3U8216,780C27
SV642,710132
G8149,800BB8
KC865,484356
VN272,888129
CI518,8991A2
MH78,750202
UO559,789206
IT324,899025
JL780,867512
MU2935,780DE3
MU5126,7800F4
MU2627,780852
9W767,8007C2
G91682,8964D9
TR387,76D257
MF8432,7809B5
IX821,80044D
MS735,010105
UT677,4242AF
CA1295,7812E1
SV559,71002B
KE11,71BE28
WE617,88530C
CZ3756,78074B
KE679,71BD52
FR1889,4CA766
BK2951,780B50
J29717,600841
9W816,8007C5
IX419,8003F2
DD7520,88105A
TU848,02A18D
TK2462,4BA992
AK187,750459
PC2823,4B8670
A9757,51408F
BL518,888147
MH767,7503AC
AK827,75010B
CX926,780A0E
SC4078,780577
KA104,780A81
ZH9652,78070B
CZ3547,79A06D
GA978,8A0536
6E504,800B3A
RS102,71C266
U67030,424932
XY206,424189
6E83,800AF4
EK202,8963EB
AI701,8005EB
SV1648,710118
3K513,76AA70
SG254,800BCD
FZ230,8962BC
CZ6023,780FD3
GA142,8A04F6
SU1861,424342
CA462,780ACE
Z2329,758321
8L9590,780AFD
PR8376,758384
FZ573,89648C
S24166,80016D
GY7169,78131B
IX474,80044E
QB2298,731A2B
SG823,800700
BR18,899081
7C1107,71C089
ZH9072,780D67
HX626,780A46
VJ276,888142
9C8575,780AD8
GF2,89402B
BR872,8990D0
KA482,780128
BL488,8880EC
BG71,702066
PN6367,780CC8
AZ824,4CA7E1
FX81,A7906B
CZ6800,780730
AK5648,7502CA
6E508,800466
PC8320,4B8E42
SL746,883289
EK8,896188
3U8086,78068B
9C8968,7809AD
VJ161,8880C2
EY514,896489
SQ921,76CE81
MU2056,7802A4
IA163,728676
PG286,884205
CZ6340,780BD7
KE667,71BD50
U6829,42441B
S71215,4249E4
FR7090,4CA569
HX529,780A6B
DE632,3C646B
NZ98,C820D2
UB17,7041C1
ZH9780,780E13
GY7154,7812EF
EK9843,896172
TK5329,4BA948
MF872,781113
HU7085,78097A
UO1845,789207
SU508,4249DC
FM9216,780245
CZ6817,780D53
3U8828,7804D9
EY90,896429
MS738,01002F
OZ117,71C254
KE617,71BF05
PC2089,4B8E0E
KU542,706050
VN269,8880E4
9C8870,7810D6
KC954,484355
U62412,424926
TG317,88003A
3U8366,7806CA
MU5093,780F46
G9111,896400
FT3057,010199
CX111,7801C9
TR428,76D031
5O777,396663
XQ9185,4BCCB9
CA4384,780101
SV333,710080
CZ8396,780AEF
MT2760,400901
NL687,7609CD
9W856,800B1A
9C8546,781086
HV95,484C5A
BR381,8990E2
BL807,88803B
FD644,880451
KA456,780179
DY4546,479573
RJ6851,740729
NH184,86E888
5J827,7583F8
HX709,780AC2
FR5903,4CA567
NH1098,85D098
5J119,758328
ZH9976,78046B
J28851,600BBF
DD8317,88104F
SC8724,780AE8
BX711,71C213
CZ6601,7802A5
PC3012,4B8E05
MU2829,780F41
6E286,800689
PC426,4B9064
CA4388,780970
SU6134,4248E4
SL814,883299
AI42,800742
3U8894,780071
FZ60,896379
SU5463,4240DF
KC904,4844BA
HO1222,780533
CZ3574,781128
SU1305,424348
CA8224,7804FE
LH1784,3C674D
GJ8938,780E58
WE136,885302
CA1974,7809A5
TW294,71C300
SU1367,155BC4
SU6618,4248F2
CA177,7808A8
SV1118,710126
JQ26,7C6BC3
FM9136,7809B3
HX283,78920F
CZ605,7802AF
UL184,77044C
FD553,880842
SM448,010094
A4311,155BF7
KC276,48412D
CZ364,781154
6E21,800AF3
NZ286,C820D4
EY220,89633A
MI488,76B4EE
UL884,7705C3
AI608,8004BD
6E694,800C39
SU1212,4243E2
SL8064,88328C
SC8446,780DE8
SQ337,76CDB1
CZ3218,780D0C
FD766,88045A
CZ6470,780BD6
LH686,3C6669
MI464,76B4E9
FD808,880856
6E998,80068E
JL332,861AE4
CZ3262,78099C
S24826,80016E
6E1205,800C36
LY354,738051
Z2976,758224
SV783,71004C
KY8301,781244
QW9846,780DA1
HX313,780AB1
PR2529,7583AE
KE721,71BF14
G9401,89634A
CZ6404,781098
DR6536,7810CA
3U8980,780C29
FZ602,896335
SU1855,4242F2
PR118,7583EB
EY633,8961E9
MI617,76B4E4
7W4957,50822F
6E983,503C61
TG472,887801
GX8954,780711
MM28,86D2FB
KE728,71BD75
PR509,75823D
TG491,8852E1
W66423,471F5A
NH272,86D310
7G92,84B982
CA4374,78060A
CZ8359,780110
LY26,7380C1
HU7681,78001B
CA4106,7808CB
EY200,89625B
MU5803,7805DA
SU2142,424592
KE895,71BF83
SG54,800C2B
OS608,44082A
EK803,896193
GK120,8466A0
DD7819,881042
KZ615,841427
EY170,896341
CZ6719,79A070
MU7364,781236
ZH9192,780EB7
CZ3161,78036E
NX615,780EC2
Z2767,758330
GF564,894059
6E613,800628
6E306,800603
S53608,489C14
TO4897,3964EA
YC891,4242A0
IT233,89902D
GF18,894078
CZ6528,7800B2
FD3118,880C44
TG250,8850B1
HY608,507C45
UT561,4249CB
CZ452,780DA8
SU2403,400152
MU2189,7812A5
DL612,A17ECD
SG708,8005D6
CX702,7801AF
JL378,851848
FZ33,89632E
CZ367,780BD4
AK820,7503BF
MS671,0100A6
FZ894,8963B1
FD3111,880858
SV3647,4BBC67
LN283,018085
CZ6766,780625
ZH9744,780472
6E589,800B59
QR266,06A016
CA8286,7810F9
9W901,8001CA
SV375,71011E
UK813,800C0B
6E6913,800C38
TK303,4BAA42
MF876,780663
XG4620,3C0A51
MI956,76CD92
CZ3508,780FD5
TR374,76D245
HA450,A48E9E
8L9725,780E9A
JL920,86EF00
TK7623,4BCC28
AI650,800C44
W51054,7335C9
VJ145,888155
MU5415,78048B
J9777,70620D
CZ6270,7805AD
MF8450,780258
5J547,7583E8
PC1866,4BA747
AA170,AA944A
ZH9264,780B8C
CX913,780ABC
EY646,896397
6E764,503C73
TR588,76D152
UK733,800B25
TK7193,4BCC66
D7330,7503AA
5J409,758228
U6167,4242D0
SC4778,780DEC
KN5886,7811B4
CA4119,7807CB
ZH9632,780F75
IT307,89902A
4B6488,14FA34
CA1938,780ACB
KK1005,4B968E
9W704,80046D
LY212,73806C
CI920,899084
QG5680,8A05D5
OS676,44082C
6E6927,800596
QR1133,06A1C4
UA90,A290D0
CX2407,789204
SU1104,42458F
MH2747,75020C
CA1358,780525
VJ159,88813C
SV256,71018A
HX706,780A9F
MU5220,79A078
AI503,800C08
XY97,42416C
LN254,01807F
CN7127,78044C
CZ3595,780F77
FT3071,010195
9W493,800C1D
NH478,845DAA
6J42,86CF91
MF8619,7BB138
VN568,888081
VJ5487,888126
CZ6209,78024A
MU5413,780935
TK2719,4BA901
BL487,88803C
RS531,71BA12
SQ918,76CE61
6E452,800B39
KN5987,7803CD
BY690,4067F8
MF8021,78120C
DD4238,881055
9W2074,800C80
TK7363,4BCC45
AK893,750463
CZ3630,7802D7
VJ399,888136
WE284,885305
HA822,A455EA
AC18,C058C2
SU200,42460E
SV550,71010F
FZ260,896468
NX830,780EB3
3U8142,7807BE
3U8706,780B69
SC8879,78040B
SV526,71008D
CX703,780A0C
MU5268,780D97
SM461,010194
SL545,8832AA
ZO4103,73682A
ZH9217,7808AD
6E153,800601
TK2715,4BAAA7
BC26,868043
BL797,888044
ZH9752,7802CE
ME436,748018
TG625,880017
RU797,4243FF
IA117,728668
MF8005,7802E8
U25831,40666C
VN7246,888051
FD353,880458
PS342,5082E6
EK12,896458
MU2353,781108
TW670,71C024
VA86,7C752B
5Y8508,A5A98D
OZ733,71C259
BR806,899053
FD104,880847
CI936,8990A8
AI660,80053E
G8583,8006F5
SQ871,76CECC
MF8418,780F21
3U8891,780734
U62632,42459D
SU1142,424356
BL798,888045
3U8989,780CEA
G9956,89642E
6E724,800BB4
8Q79,4BBC81
SJ2085,8A05B6
OK894,49D056
HA458,A48730
MB1604,4BB463
7L206,4243FA
I51524,800C45
9W535,80015D
MH196,7503AB
SQ868,76CE4F
7G54,842292
LY2372,738061
9W625,8007C3
QR77,06A0DC
EK508,896316
3U8326,7806AA
G9531,8964DA
G9871,89633B
MF8332,780F9E
CZ6292,7806FE
CZ3836,780DF2
OD640,7503DA
3U8549,7808B7
PS776,508377
AK822,750466
Y71031,4249EF
HU7988,7812A2
KE53,71BE37
7W7061,50822C
UA874,AA8114
PC2011,4B8E1A
MU5280,780C4E
BL524,888088
CA4458,7803AF
BR150,899071
3U8730,781015
KA361,780124
DE2321,3C4AA4
JD5787,780D7D
FD3246,880C46
FT3043,0101CE
S71123,4245B6
CA9604,7BB0DE
TK7301,4BA8D4
VN1204,88805C
G8554,80072A
U6522,4240FC
MU2605,780FF9
9H8336,780B98
TV9884,78085E
EU2215,780355
MU5504,780F4A
TK7064,4BCC29
XY410,4241EB
CA4154,780FB2
CZ3660,780E41
AC30,C023BB
LS405,4070EB
MU5175,7809BF
MU5840,780906
KC345,484129
MF891,780CDE
TO3321,3964F4
KE631,71C026
FD658,880448
FD3167,88084C
SC4676,780E59
AI467,80057C
7C2653,71C287
WZ308,424260
PK305,7609A7
HU7026,780417
ZF773,424426
MF8080,78042D
MH2639,750214
SV634,71040B
CA4111,798035
VN462,888027
SV450,71012F
JD5666,780E8F
PC2824,4B9066
SU1121,155BBE
TG401,88001D
VN7290,88808C
B2748,51009C
SC4782,780741
AK5122,7501FD
NH274,868B50
AF1620,3991E4
CA116,7804E9
9C8950,780D4B
J2809,600851
NS3518,7810F5
6E307,503C62
AK1727,750148
AK118,7503B3
LX1337,4B17E0
TK7529,4BCC5A
F3111,710123
VJ8312,8880F3
FZ647,89648F
NH988,869278
UK997,800C3C
DL468,AB3D41
EK724,8963D9
W51015,7335CB
XY530,42417F
UT822,424107
LY355,73806B
GS7887,780C82
9W252,8001CE
UK781,800B71
9W212,800707
UK858,800B4B
3K571,76AA73
HU7476,7812A0
HU7802,780BDF
JL770,861B8E
Y97072,742835
ZH9922,78031B
CZ6160,79A06E
9W334,800174
UQ2501,780458
J9483,706202
MU5013,780D94
VZ312,885962
F3152,710128
PC8301,4B8E15
9W353,8000FD
HO1260,780EE4
PK367,7608EA
PR360,758335
RJ703,740734
U62872,4245AD
KU785,706006
FM9106,780FBD
CA1307,781160
EK9887,4D012B
LD3217,780A86
VN274,888082
CZ3071,7804A9
CX715,78016F
NH690,861C10
3U8968,78067A
MU2536,7805BE
SC4723,780B07
HY636,400189
SL724,8832AC
ZH9868,7807AA
LX294,4B1881
ZH9398,78056A
MU5634,78119B
6E914,800C1F
VJ219,4B9902
MF8479,780313
NX620,780344
PC1920,4BB84A
QR8749,06A1A4
I36618,735024
MH2628,750203
VN7261,8880A1
3K537,76AA76
N4196,424371
QR465,06A1C5
DV743,503C71
TK7052,4BA8D2
CZ6976,781309
FD316,880859
MU7034,780534
MF836,780ACA
KC991,48411E
QR70,06A053
S7158,4243CB
HU7686,7806B5
FD480,880849
TK7313,4BCC46
8M608,704946
TG211,885041
PG962,884202
BI384,895051
PK769,760918
PR737,758305
KZ227,8417BB
EY2,8964C1
FZ708,8962BF
LY346,73806F
FR3131,4CA80D
TB7927,44A838
DV709,6831D3
HU7570,780432
MF8454,780EAC
UA85,AA6BC0
U6280,424617
VJ309,88811B
AI607,80057A
CZ6594,780371
3U8063,780C2B
S24418,800607
AZ896,3000CC
TK7295,4BA8CB
TK2693,4BA903
SV1115,710092
OZ323,71C071
KA897,780A7D
FD596,880852
KZ5134,841EE3
FD3033,880446
5J257,758323
7J105,0D0573
ZF7711,424237
GA896,8A05AE
AI681,800C48
NH116,86DA16
FD3010,880449
KE649,71C248
XY720,424156
AI924,800BF9
MI369,76CD8D
FM879,780F85
MU5713,780CD8
6E882,8007CD
CA1366,7812E0
HU7728,780D2F
TG679,88002D
VN602,8880B5
9W840,800555
VJ877,8880F4
TK824,4BB1E7
W5101,7335A4
TG218,885171
CZ3215,780E40
WE425,88530F
W51151,7335C6
AI24,80047A
SG255,800B80
ME323,748020
MU2948,7808EE
SV982,710103
NH84,86D2AA
MU506,780B7E
CZ636,78074A
6E826,800B37
DZ6312,780F7F
TG436,885226
CI510,8991B6
CZ6158,79A071
EY674,8961A3
XY207,424174
PN6334,781039
JW135,840DD8
G9304,8963BF
S71146,424584
SQ852,76CE83
MU2061,79A03F
BR667,8990C1
CZ6546,780627
LS655,4068F5
ZA457,70E05A
FD398,88084E
AK238,750149
JL784,8621EA
G9952,896434
NS3302,7808D4
9W362,80043D
LH688,3C6482
ZH9002,780BF0
6E534,800C0F
BX391,71C099
MI468,76CD89
MH114,7502B0
EY811,89613D
SL118,8832A8
NH182,86EE7E
FD3011,880C47
SC4755,780576
MS913,01015C
SC4716,7BB133
NA13,0101B3
9W483,80046C
SC4993,780364
5J759,758225
TV6028,780DF4
6E894,8005F7
CA4118,780CB6
UL309,77044F
XY702,424178
AI526,8001AA
VN674,88809C
TK2747,4BA8F3
G8640,800701
FZ886,8962B5
9C8588,780D74
CZ3014,780594
MH2530,75020B
MF8429,780792
PS516,50837A
MT872,406D37
TK7009,4BA8C5
EK641,8963DF
EK83,8964A2
CZ3171,78062A
ZH9684,780B20
AK5243,750105
FV5677,42431E
XQ9206,4BCCB5
NX876,78041C
DD7115,881041
TK418,4BAB47
OZ305,71BF69
OZ236,71BF00
CZ3268,7809E0
FZ942,8962C0
G9386,896364
TG607,880050
OQ2334,780C3A
SU2337,42434D
CZ625,7809E8
6E847,800C40
SV1264,71008A
LY382,738052
SQ528,76CE64
AK5199,750324
CZ3904,780D50
Z2615,758042
PC3167,4BA74A
SG845,800638
WY664,70C0BF
MU5446,780607
SU2073,424557
TK7010,4BA8D9
QR8972,06A191
DP812,4243E8
PR535,75823E
EY648,8961EA
AK5741,750465
6E783,800C17
PC3071,4B8530
JL782,867534
W5111,7335B2
ZH9156,781284
9C8642,7811B2
ZA472,70E03C
HU7234,780980
T5816,601834
NH8486,861B69
PR892,758303
RS501,71C280
ME315,748027
SU2131,4242C4
AK47,7501E6
HX452,780A44
G8242,800BF3
MU7390,780B37
CX934,780AA4
XG4758,3C0A54
NR633,742830
DP832,4343C9
KE694,71C223
HY423,400187
SC8872,7812D5
TK2037,4BA905
GS7527,780C6E
U6660,42429E
5Y8137,A5DC31
TG418,880019
3Z7607,505E67
TR518,76D244
CA4304,78068D
SV212,710070
CA1460,7800B9
HY631,507C3F
PC2793,4B8E0B
SL522,883294
6E637,800BC1
5J395,75829E
CA1356,780AE5
VN7251,8880F6
TK757,4BA915
HU7602,7812A1
MH781,75027F
VN658,8880AE
MF8304,78057C
HO1264,780D90
CZ3452,780E09
AI981,800B63
BR179,8990B4
9W447,8001CC
3U8893,780C2A
AI441,800521
Z92025,6831F9
KA975,7801B2
KE607,71C011
TV9880,780F87
TK7431,4BA8C8
S71156,4240CB
SV1038,710062
QR1127,06A1E0
CA1578,7804E7
W62250,471F59
GF16,894077
6E5533,800C70
HX304,780A5E
EW120,3C15C2
CX902,780AB6
NP192,0101B4
CZ8353,7809FB
UT480,42425E
NX101,780EC3
CA1329,7808AC
Y97027,508388
OZ135,71BD78
SG468,800BDE
VN279,8880F7
SC4848,7806C7
SU2185,424334
XY42,42479D
FD3395,880452
QR281,06A098
G8275,8007E5
HO1162,780F9B
G8285,800C68
WZ704,42436D
SL105,8832AB
A4303,155BCC
7W3051,50822E
TK7190,4BA8E2
ME232,748028
6E843,800718
HU462,780841
JL922,851CA8
HX220,780A7A
Q9984,706259
MU5639,780C4F
8L806,781050
FD3425,880C42
UO754,780A90
TK1256,4BAB26
9C8505,780928
VZ315,885961
FD586,880844
TG410,885108
MU2170,78064E
CZ3588,780488
6E6635,8007CC
SV1039,7100AC
NR161,728633
IT506,899024
CA1615,780E21
AI10,800C4A
CX764,780A67
CA4222,780831
CZ6950,780296
BX797,71BA10
IR724,732442
VN276,8880E0
TK7267,4BCC49
TK7030,4BCC2A
SV560,710110
Z92009,6831F5
QU4433,5082CB
FM9550,780CAA
CZ3715,7808C2
SL8032,88302A
I5785,800BEA
VJ843,88803F
OD241,7502DB
GF177,894066
JL794,8674AC
TK7072,4BCC53
SU1174,424335
MU5760,7812F6
MU5162,78045F
DD8324,881047
CZ3578,7800C2
AH4017,0A0022
CA4120,7811A6
UK996,800BD1
6E314,800595
I5732,800B09
SU1126,4242B4
MU7097,79A075
9C8759,780DC6
CZ3736,780773
AQ1050,780E8B
ZH9916,780B8E
MS620,01010A
BC958,868041
HO1128,781057
HO1151,781250
G8806,800C05
W63693,471EA6
MU2300,78064D
CZ3077,7802E2
8L9980,780DC0
ME214,748016
VN834,888090
MI757,76B443
TK7375,4BA8C3
TG482,885221
KY8327,781243
6S304,4247B5
6E601,8005DC
CZ3279,780E07
XG4732,3C0A44
FM9522,780D93
HO1092,781252
QB2273,731A32
HD44,861AFE
AI853,8003E5
DP104,42436C
S73356,42404C
UK886,800C64
3U8588,780C2D
CI2581,8990A1
J9177,451D87
GX8896,7810BE
SM805,0100E4
JL792,867578
3U8051,7807B0
CZ6639,780919
PC2554,4B8E0F
5J377,7583A4
MU5186,780CA9
FD257,880442
XY552,424199
9W452,800505
FR2618,4CA64E
KC969,48435B
PR312,758369
SU2597,42498A
G8217,800BB9
GF44,89406F
DP196,4245A9
CZ6416,781097
PR2819,7583AB
N4227,4B842C
AK5138,750147
CA4054,7BB0FD
QR459,06A1B9
5J974,758329
WZ126,42423B
5J790,758109
HU7919,780DD0
FZ63,8962B7
SG193,800BCC
SC8728,780AE7
TK2255,4BA902
DR6558,7810CB
FD106,880845
PC1711,4B8E19
MU5146,780D9B
9W461,80046B
9W470,800C76
LX1326,4B1616
TK2223,4BA8F6
TO4896,3964F3
CA1876,780FE0
5J501,7583E7
NH186,86EB50
AI539,8003C1
JD5753,780C0B
HX234,780AB0
MF8667,780F0B
MU5074,780B82
ZO4124,736836
SU6353,4242C6
GJ8772,780E56
MF8050,780479
5J981,75829C
CA1490,780099
CZ6468,7809FA
DL276,A63DFF
TK402,4BAA8C
RU767,4243E3
SV1388,7100AF
XQ7647,4BCDD2
BL485,8880CB
VJ240,88813D
SV1532,71007B
CA418,78028B
9W468,8007C1
AI624,800BFA
CZ3982,781123
OS602,44020A
IX682,8003F3
FU6626,7812AB
3U8890,780E54
AI850,800C07
VN141,88808A
9C8593,781166
WY694,70C0A1
TK472,4BA996
6E864,800756
TK2731,4BAA4A
MU2024,780EBD
VJ423,88813B
HU7470,780E2A
NH811,861E92
UK867,800B27
OS874,4400B2
6E956,8005DE
TK7206,4BAA04
TK969,4BAA49
CZ3866,780861
MS690,010090
ME418,50005A
5J400,758070
UQ2538,780F0F
CZ3377,78062B
FD137,880854
FD3183,88044D
EK22,896192
GS7664,780961
HD43,840593
SV943,4CC3EB
SQ185,76CE91
CZ3360,781031
HO1049,781056
OM224,682211
ME218,500058
HU7162,78089F
MU5619,78108C
MI353,76B4E2
N4133,42434E
EK875,89610D
9W677,8001D2
DD3163,881053
WY908,70C0CA
AF738,39644C
FD350,880443
MH190,750256
AK53,750140
LY2522,738058
UL171,773644
EP558,730609
SV313,710122
AK6419,750286
KC304,4850A7
U6887,424562
TK2809,4BAA41
SV888,7100B3
U22084,40701B
SQ377,76CDA9
JD5687,78042B
DD8726,881043
TW206,71C030
BI874,895054
UB4,7041C3
ER504,7609C3
ES544,894089
SV761,7100B6
XQ7617,4BCEB5
CX419,7801B4
3Z7616,C078B1
MU5128,781105
UL232,7705C2
GS7865,780D31
CA1866,780C46
DP174,4243CA
QF24,7C5321
NX122,780D4A
IX163,8003B0
GJ8754,780E16
BR261,899055
3K766,76AA61
PC8230,4B8E13
PK212,760993
DD7116,881058
FZ758,896334
8U975,018035
FD503,880C45
VJ141,8880B0
OZ625,71BD16
SL8028,883288
FD153,880456
SV589,7100BA
TK2013,4BAA48
9C8955,7812C3
PG264,88420E
JL729,861F44
6Y324,5110BF
CZ8265,780AF5
3S516,3C4586
XY682,4241A1
AK5227,7502BC
PR537,75809F
3Z7601,49D034
6E395,800B3F
EK207,8960E5
MU5768,781016
NP128,0101A5
AK6358,7501E4
DI7407,40742D
ZH9930,780788
PG277,88420A
WY656,70C0AF
EY346,896325
LH1446,3C6677
N4225,424240
MU5201,780B7D
UO1252,780A73
IZ772,738481
NH8415,86D9AE
LY320,7380AD
TK5330,4BA9AC
CV431,4D0112
VJ229,888128
SV3632,4BBC6A
KL567,48436F
SV572,710138
AK5093,75002C
MH2598,75021F
DP855,4245A4
GJ8866,780E55
HX128,780AA7
LO760,48AD09
6E396,800B73
6S506,424791
AA192,A9CB18
TK7086,4BCDD9
BL525,888088
8L854,780913
C8973,4D0109
S7166,424585
SC4808,7812D6
Z27237,75847F
MU2198,780853
ZH9154,7807AF
OZ3535,71C278
CI5236,899100
JD5549,7804D6
KC886,4840DE
ZH9408,781225
NL126,7609C9
SV735,710048
SU6196,42457B
SU1160,155BB9
A4212,155BF7
CZ3744,7809FD
SU1125,42432B
LY339,73806A
CA1059,780BB7
IK2435,42495B
CZ3234,78088C
AI23,800C43
6E454,80054C
NX9621,780345
PC427,4B9064
9C8544,78121E
BI424,89505A
TK334,4BAA6F
BK2725,780D58
SC8720,780B04
AI13,8004D5
G9245,8964E8
BX791,71BF23
HY3526,507C41
FD130,880841
KK1501,4B8684
VJ5417,888040
NS3266,780902
EK61,896306
KE25,71C009
LH2529,3C6744
SU1313,424591
VZ313,885962
CI5253,8991A4
ZM561,6010B7
SQ7368,76CCC9
HA852,A4671F
XW885,886042
G9512,8963CB
FU6632,780B96
SU2455,4249B4
JD5674,78085A
GF151,89402A
SV144,7103D8
NP102,0101A7
F3113,710129
MU5618,79A062
SL8990,88328A
HU7209,780C48
FD645,880451
S7698,424582
TK7073,4BCC53
SN3290,44CDC8
HA460,A4470E
SV3619,4BBC65
R3755,4249B8
3K584,76AA75
SL2517,883292
9C8905,780E42
TG945,885102
9W643,8005A2
TR501,76D24C
S7161,42424D
MF807,780D78
SG824,800700
OS854,440130
K6960,70E02B
RJ178,740733
DE2316,3C4AA6
MU2036,780DB8
SU6313,4CAAAD
6E684,800C37
XY37,42417D
6E808,80051A
S7531,42455B
FT932,0101CB
SG925,4BD155
GS7866,780805
SC1190,780F6A
6E9192,80054D
AK1726,750148
SU6147,4245B2
PK217,760997
AC32,C0174F
OD8506,750408
QR225,06A023
QW9800,780FC8
OZ204,71BE41
HU6025,7805A7
MH2626,750211
ET852,04005E
6E923,800627
BL517,888147
CX709,78018F
FM9130,78030B
ET3911,04008A
WY684,70C0CB
QB1238,731A26
FD3012,880C47
9C8926,78061F
KE51,71BE43
E47902,4891AD
CX3290,780A29
BL621,888144
HV7004,484C5A
PR517,75823B
MF803,780D76
HO1266,780E79
EK609,89620A
DP194,4245A8
SC4972,7BB132
MU5656,78119C
BR1722,899077
KL535,484CC6
UT493,4249C4
2P2869,758344
VN713,88804B
OS832,44065C
WE167,885301
BI520,89502F
AF223,3965AB
CA960,78029A
MU2362,780DE0
5J678,758322
S7560,424956
FR7091,4CA569
HU7772,7800A7
MU5311,780B2D
HY690,400188
SU1183,4248F4
PG831,884213
RX723,702078
SQ983,76CE4C
MU2004,780CD7
SG605,800AF6
3U8582,780468
ZH9221,780C68
CA4540,780DF9
6H711,738286
DY4601,47A039
KE9169,71C272
CZ6136,7802DF
Y87504,78097E
Z92011,68323E
AI473,800B61
FD659,880448
5Y517,A561FD
RU721,424379
UW9946,798012
BL139,888146
CA1408,780274
ET507,040075
J28051,60084F
